Dateiname,Dateigröße,Datum,LRH,Nicht-LRH,Schlussfolgerung,Model
700816 — HCO Bulletin — Getting the FN to Examiner  [B094-026].txt,6122,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
600519 — HCO Bulletin — How Help Became Betrayal  [B141-027].txt,5247,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
"600114 — HCO Bulletin — Black Case, The  [B139-030].txt",4487,17-10-24 14:48,0.0042,0.9958,Wahrscheinlich Nicht-LRH,roberta-large
580411 — HCO Bulletin — CCH 88 - Enforced Nothingness  [B022-037].txt,1840,17-10-24 14:48,0.9996,0.0004,Wahrscheinlich LRH,roberta-large
720327 Issue 1 — HCO Bulletin — Student Correction List  [B012-054].txt,6962,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
801223 Issue 1 — HCO Bulletin — Executive Correction List  [B082-068].txt,10319,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
580126 — HCO Bulletin — Future Plans  [B022-011].txt,2475,17-10-24 14:48,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
640315 — HCO Bulletin — Overwhelming the PC  [B168-009].txt,4451,17-10-24 14:48,0.0033,0.9967,Wahrscheinlich Nicht-LRH,roberta-large
600218 — HCO Bulletin — How to Run O-W and Responsibility  [B036-038].txt,8313,17-10-24 14:48,0.0042,0.9958,Wahrscheinlich Nicht-LRH,roberta-large
"811212 — HCO Bulletin — Theory of the New Grade Chart, The  [B056-092].txt",5298,17-10-24 14:48,0.8702,0.1298,Wahrscheinlich LRH,roberta-large
890603 — HCO Bulletin — Auditing Repair List for People from EST - Word List  [B111-004].txt,3075,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
640626 — HCO Bulletin — Central Org and Field Auditor Targets  [B004-016].txt,11932,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
700616 — HCO Bulletin — What the CS Is Doing  [B043-052].txt,9388,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
650830R — HCO Bulletin — Art  [B119-001].txt,9525,17-10-24 14:48,0.9877,0.0123,Wahrscheinlich LRH,roberta-large
630103 — HCO Bulletin — Routine 2 - Opposition Lists - Right and Wrong Oppose  [B153-001].txt,8160,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
690816 — HCO Bulletin — Handling Illness in Scientology  [B042-132].txt,4077,17-10-24 14:48,0.0010,0.9990,Wahrscheinlich Nicht-LRH,roberta-large
590718 — HCO Bulletin — Technically Speaking  [B133-039].txt,833,17-10-24 14:48,0.9999,0.0001,Wahrscheinlich LRH,roberta-large
801112 — HCO Bulletin — Registrar and Sales Personnel Confessional List  [B082-051].txt,9497,17-10-24 14:48,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
671011 — HCO Bulletin — Clay Table Training  [B069-008].txt,2940,17-10-24 14:48,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
621016 — HCO Bulletin — Routine 3GA - Listing  [B038-067].txt,3434,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
580317 — HCO Bulletin — Body Routing in Central Organizations  [B034-023].txt,3173,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
650513 — HCO Bulletin — List 6EW  [B168-047].txt,3263,17-10-24 14:48,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
"611009 — HCO Bulletin — Rudiments, Change In  [B028-046].txt",1862,17-10-24 14:48,0.9999,0.0001,Wahrscheinlich LRH,roberta-large
581231 — HCO Bulletin — ACC Clear Procedure Change  [B022-105].txt,265,17-10-24 14:48,0.0003,0.9997,Wahrscheinlich Nicht-LRH,roberta-large
600825 Issue 2 — HCO Bulletin — New Definition of Psychosis  [B141-039].txt,1482,17-10-24 14:48,1.0000,0.0000,Wahrscheinlich LRH,roberta-large
731111 — HCO Bulletin — Preclear Declare Procedure  [B051-069].txt,1731,17-10-24 14:48,0.0031,0.9969,Wahrscheinlich Nicht-LRH,roberta-large
681007 — HCO Bulletin — Assessment  [B008-065].txt,1868,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
690727 — HCO Bulletin — High TA and Erasing  [B042-125].txt,1449,17-10-24 14:48,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-large
691115 Issue 1 — HCO Bulletin — Case Supervision - Auditing and Results  [B042-152].txt,3942,17-10-24 14:48,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
630101 — HCO Bulletin — Academy Curriculum - How to Teach Auditing and Routine  [B003-001].txt,8916,17-10-24 14:48,0.1385,0.8615,Wahrscheinlich Nicht-LRH,roberta-large
600928 — HCO Bulletin — Miscellaneous Items  [B024-201].txt,11962,17-10-24 14:48,0.0009,0.9991,Wahrscheinlich Nicht-LRH,roberta-large
700506 — HCO Bulletin — Dianetic Triples  [B043-039].txt,1090,17-10-24 14:48,0.0047,0.9953,Wahrscheinlich Nicht-LRH,roberta-large
"710620 — HCO Bulletin — Supreme Test of a CS, The  [B044-082].txt",2844,17-10-24 14:48,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-large
691003 — HCO Bulletin — Dianetic Remedies  [B093-027].txt,5780,17-10-24 14:48,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
711124 Issue 3 — HCO Bulletin — Administrative and Hat Materials  [B011-238].txt,2009,17-10-24 14:48,0.9678,0.0322,Wahrscheinlich LRH,roberta-large
710411 — HCO Bulletin — L3RD - Dianetics and Int RD Repair List  [B014-014].txt,7166,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
600224 — HCO Bulletin — Open Evening in South Africa  [B024-056].txt,1777,17-10-24 14:48,0.1154,0.8846,Wahrscheinlich Nicht-LRH,roberta-large
710314 — HCO Bulletin — FN Everything  [B044-025].txt,4434,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
680507 — HCO Bulletin — Upper Indoc TRs  [B008-014].txt,10085,17-10-24 14:48,0.0016,0.9984,Wahrscheinlich Nicht-LRH,roberta-large
690505 — HCO Bulletin — Touch Assists  [B009-057].txt,3441,17-10-24 14:48,0.0036,0.9964,Wahrscheinlich Nicht-LRH,roberta-large
840608 — HCO Bulletin — Clearing Justifications  [B062-045].txt,3257,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
601010 — HCO Bulletin — Current News  [B140-035].txt,3609,17-10-24 14:48,0.9990,0.0010,Wahrscheinlich LRH,roberta-large
"710308 — HCO Bulletin — Case Actions, Off-Line  [B142-016].txt",3981,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
800917 Issue 1 — HCO Bulletin — L3RG and R3RA Word List  [B056-041].txt,3705,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
720410 — HCO Bulletin — Prepchecks  [B049-032].txt,1315,17-10-24 14:48,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
650618 — HCO Bulletin — Clear and OT Behavior  [B031-012].txt,2219,17-10-24 14:48,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-large
"601122 — HCO Bulletin — Look at the Basic Rundown, A  [B024-228].txt",6215,17-10-24 14:48,0.0013,0.9987,Wahrscheinlich Nicht-LRH,roberta-large
710630RB — HCO Bulletin — Expanded Green Form 40RD - EXGF40RD  [B166-004].txt,21038,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
701201 — HCO Bulletin — Dianetics - Triple Flow Action  [B043-123].txt,2394,17-10-24 14:48,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
610617 — HCO Bulletin — Primary Scale Amended  [B028-033].txt,1827,17-10-24 14:48,0.9999,0.0001,Wahrscheinlich LRH,roberta-large
710630R — HCO Bulletin — Expanded Green Form 40RB  [B130-026].txt,21641,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
780920 Issue 3 — HCO Bulletin — NED Auditor Analysis Checklist  [B082-032].txt,14912,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
700331 — HCO Bulletin — Dianetic TR Notes  [B010-033].txt,1516,17-10-24 14:48,0.0327,0.9673,Wahrscheinlich Nicht-LRH,roberta-large
801103 — HCO Bulletin — Exercise  [B059-026].txt,823,17-10-24 14:48,0.9972,0.0028,Wahrscheinlich LRH,roberta-large
600810 — HCO Bulletin — Miscellaneous Items  [B065-025].txt,13457,17-10-24 14:48,0.0018,0.9982,Wahrscheinlich Nicht-LRH,roberta-large
690521 — HCO Bulletin — Assessment  [B042-074].txt,7626,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
660921 — HCO Bulletin — ARC Break Needle  [B041-019].txt,506,17-10-24 14:48,0.0178,0.9822,Wahrscheinlich Nicht-LRH,roberta-large
610123 — HCO Bulletin — Addition to Script of a Model Session  [B037-004].txt,569,17-10-24 14:48,0.0038,0.9962,Wahrscheinlich Nicht-LRH,roberta-large
"800229 — HCO Bulletin — Purification Rundown - Pregnancy and Breast-Feeding, The  [B058-030].txt",1733,17-10-24 14:48,0.9999,0.0001,Wahrscheinlich LRH,roberta-large
"730730 — HCO Bulletin — Scientology, Current State of the Subject and Materials  [B051-063].txt",24907,17-10-24 14:48,0.9665,0.0335,Wahrscheinlich LRH,roberta-large
590709 — HCO Bulletin — Definition of Scientology - Written by LRH for Legal When Setting Up HASI Ltd  [B113-007].txt,550,17-10-24 14:48,0.9998,0.0002,Wahrscheinlich LRH,roberta-large
"710523 Issue 05 — HCO Bulletin — Communication Cycle in Auditing, The  [B044-061].txt",3557,17-10-24 14:48,0.0057,0.9943,Wahrscheinlich Nicht-LRH,roberta-large
"811214 — HCO Bulletin — State of Clear, The  [B171-006].txt",4531,17-10-24 14:48,0.0452,0.9548,Wahrscheinlich Nicht-LRH,roberta-large
720219R — HCO Bulletin — Dating-Locating  [B013-016].txt,4532,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
691221 — HCO Bulletin — Solo Auditing and R6EW  [B009-169].txt,4532,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
781016 — HCO Bulletin — Repair Correction List  [B082-020].txt,4970,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
650402 — HCO Bulletin — All Scientology - The Road to Clear  [B148-002].txt,7534,17-10-24 14:48,0.0057,0.9943,Wahrscheinlich Nicht-LRH,roberta-large
581217 — HCO Bulletin — Basic Postulate of Overt Act - Motivator Sequence  [B022-093].txt,910,17-10-24 14:48,0.5603,0.4397,Wahrscheinlich LRH,roberta-large
720104R — HCO Bulletin — 0-IV Expanded Grade Processes - Triples - Part A - ARC Straightwire  [B096-002].txt,5960,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
641112 — HCO Bulletin — Definition Processes  [B030-023].txt,12982,17-10-24 14:48,0.8676,0.1324,Wahrscheinlich LRH,roberta-large
710630R — HCO Bulletin — Standard CS for Word Clearing In Session - Method 1  [B044-095].txt,2689,17-10-24 14:48,0.0020,0.9980,Wahrscheinlich Nicht-LRH,roberta-large
620813 — HCO Bulletin — Rock Slams and Dirty Needles  [B029-030].txt,2133,17-10-24 14:48,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-large
700527 — HCO Bulletin — Unrewarding Questions and Items  [B010-049].txt,3938,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
681215 — HCO Bulletin — L4B - for Assessment of All Listing Errors  [B011-030].txt,5673,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
640301 — HCO Bulletin — Scientology VI - Goals Recording - Pain in R6  [B165-040].txt,5016,17-10-24 14:48,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
710615 — HCO Bulletin — Hi-Lo TA Assessment Rules  [B078-040].txt,2029,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
780602RB — HCO Bulletin — Cramming Repair Assessment List  [B064-013].txt,8992,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
600507 — HCO Bulletin — Earmarks of a Hot Terminal  [B027-043].txt,2371,17-10-24 14:48,0.9985,0.0015,Wahrscheinlich LRH,roberta-large
690519 — HCO Bulletin — Pastoral Counseling - Health Form  [B093-018].txt,3945,17-10-24 14:48,0.0003,0.9997,Wahrscheinlich Nicht-LRH,roberta-large
591123 — HCO Bulletin — 'The following is a statement...'  [B023-268].txt,945,17-10-24 14:48,0.1787,0.8213,Wahrscheinlich Nicht-LRH,roberta-large
"840606 Issue 1 — HCO Bulletin — Rock Slams, More About  [B057-055].txt",1363,17-10-24 14:48,0.0079,0.9921,Wahrscheinlich Nicht-LRH,roberta-large
"811214 — HCO Bulletin — State of Clear, The  [B060-025].txt",4535,17-10-24 14:48,0.0452,0.9548,Wahrscheinlich Nicht-LRH,roberta-large
690704 — HCO Bulletin — Auditing of OT III Preclears  [B009-114].txt,872,17-10-24 14:48,0.5011,0.4989,Nicht eindeutig,roberta-large
600727 — HCO Bulletin — Double Action Cycles  [B141-035].txt,4602,17-10-24 14:48,0.9986,0.0014,Wahrscheinlich LRH,roberta-large
620215 — HCO Bulletin — Co-Audit and Missed Withholds  [B002-011].txt,552,17-10-24 14:48,0.0235,0.9765,Wahrscheinlich Nicht-LRH,roberta-large
740410 — HCO Bulletin — Stage Manners  [B098-006].txt,3924,17-10-24 14:48,0.9315,0.0685,Wahrscheinlich LRH,roberta-large
580725 — HCO Bulletin — Clearing Notes  [B034-052].txt,13306,17-10-24 14:48,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
820826 — HCO Bulletin — Pain and Sex  [B057-014].txt,5335,17-10-24 14:48,0.0037,0.9963,Wahrscheinlich Nicht-LRH,roberta-large
"590807 — HCO Bulletin — Handling of Communication Processes - Some Rapid Data, The  [B145-009].txt",8292,17-10-24 14:48,0.6705,0.3295,Wahrscheinlich LRH,roberta-large
590317 Issue 2 — HCO Bulletin — Do-It-Yourself Therapy  [B035-031].txt,1957,17-10-24 14:48,0.3057,0.6943,Wahrscheinlich Nicht-LRH,roberta-large
580630 — HCO Bulletin — Procedure for Certifying Clears  [B034-046].txt,1366,17-10-24 14:48,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-large
"600707 — HCO Bulletin — Assessment of Help, The  [B114-016].txt",6288,17-10-24 14:48,0.9999,0.0001,Wahrscheinlich LRH,roberta-large
660128 — HCO Bulletin — Search and Discovery Data - How a Suppressive Becomes One  [B006-003].txt,8206,17-10-24 14:48,0.0004,0.9996,Wahrscheinlich Nicht-LRH,roberta-large
810729 Issue 1 — HCO Bulletin Attachment — Preliminary Assessment for Illnesses  [B056-077].txt,2620,17-10-24 14:48,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
720228 — HCO Bulletin — Cancellation  [B131-001].txt,738,17-10-24 14:48,0.0013,0.9987,Wahrscheinlich Nicht-LRH,roberta-large
660119 — HCO Bulletin — Danger Conditions - Technical Data for Review Auditors  [B068-001].txt,2122,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
630417 — HCO Bulletin — R3M2 - Re-Do Goals Found on this Pattern - A Complete GPM Pattern - (Replaces all former Line Plots)  [B153-032].txt,6192,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
630428 — HCO Bulletin — Routine 3 - An Actual Line Plot  [B063-018].txt,7626,17-10-24 14:48,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
720104R — HCO Bulletin — 0-IV Expanded Grade Processes - Triples - Part A - ARC Straightwire  [B096-004].txt,6141,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
600414 — HCO Bulletin — New PE Data  [B036-070].txt,4122,17-10-24 14:48,0.0063,0.9937,Wahrscheinlich Nicht-LRH,roberta-large
840103 Issue 3 — HCO Bulletin — Radiation and Liquids  [B062-016].txt,1945,17-10-24 14:48,0.0009,0.9991,Wahrscheinlich Nicht-LRH,roberta-large
641017 Issue 3 — HCO Bulletin — Getting the PC Sessionable  [B073-002].txt,5234,17-10-24 14:48,0.0020,0.9980,Wahrscheinlich Nicht-LRH,roberta-large
"680312 — HCO Bulletin — Mistakes, Anatomy Of  [B041-044].txt",383,17-10-24 14:48,0.9948,0.0052,Wahrscheinlich LRH,roberta-large
"770122 — HCO Bulletin — In Tech, the Only Way to Achieve It  [B061-034].txt",1459,17-10-24 14:48,0.9944,0.0056,Wahrscheinlich LRH,roberta-large
710405 — HCO Bulletin — Triple and Quad Reruns  [B130-011].txt,7225,17-10-24 14:48,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
670918 — HCO Bulletin — Scales  [B138-006].txt,3270,17-10-24 14:48,0.1107,0.8893,Wahrscheinlich Nicht-LRH,roberta-large
690815 — HCO Bulletin — Flying Ruds  [B009-147].txt,2717,17-10-24 14:48,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
600721 — HCO Bulletin — Some Help Terminals  [B114-028].txt,4818,17-10-24 14:48,0.0090,0.9910,Wahrscheinlich Nicht-LRH,roberta-large
"770301 Issue 4 — HCO Bulletin — Valid Confessional, A  [B101-008].txt",2880,17-10-24 14:48,0.0254,0.9746,Wahrscheinlich Nicht-LRH,roberta-large
"650310 — HCO Bulletin — Words, Misunderstood Goofs  [B067-001].txt",2961,17-10-24 14:48,0.6624,0.3376,Wahrscheinlich LRH,roberta-large
711006 — HCO Bulletin — Intensives Added Points System for PCs  [B011-186].txt,1486,17-10-24 14:48,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-large
650830 — HCO Bulletin — Art  [B168-029].txt,9091,17-10-24 14:48,0.9978,0.0022,Wahrscheinlich LRH,roberta-large
"710616 Issue 3R — HCO Bulletin — ''Ideal Session Start'' Drill, The  [B012-083].txt",2549,17-10-24 14:48,0.0004,0.9996,Wahrscheinlich Nicht-LRH,roberta-large
710917 — HCO Bulletin — Library  [B045-052].txt,1905,17-10-24 14:48,0.9999,0.0001,Wahrscheinlich LRH,roberta-large
700620 — HCO Bulletin — Summary Report  [B012-179].txt,1216,17-10-24 14:48,0.9995,0.0005,Wahrscheinlich LRH,roberta-large
621209 — HCO Bulletin — Routine 2-12 - List One - Add to List One Issue 3  [B002-096].txt,1912,17-10-24 14:48,0.0012,0.9988,Wahrscheinlich Nicht-LRH,roberta-large
680828 Issue 2 — HCO Bulletin — Drugs  [B008-037].txt,2686,17-10-24 14:48,0.0293,0.9707,Wahrscheinlich Nicht-LRH,roberta-large
600826 — HCO Bulletin — Regimen Two  [B024-181].txt,2359,17-10-24 14:48,0.8401,0.1599,Wahrscheinlich LRH,roberta-large
601112 — HCO Bulletin — Clearing Routine  [B036-169].txt,4554,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
"800619 — HCO Bulletin — Auditor's Code, The  [B056-026].txt",3704,17-10-24 14:48,0.0052,0.9948,Wahrscheinlich Nicht-LRH,roberta-large
570206 — HCO Training Bulletin — Procedure CCH  [B021-001].txt,12399,17-10-24 14:48,0.9999,0.0001,Wahrscheinlich LRH,roberta-large
"700528 — HCO Bulletin — Correction Lists, Use Of  [B076-021].txt",2416,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
600727 — HCO Bulletin — Double Action Cycles  [B140-016].txt,4612,17-10-24 14:48,0.9743,0.0257,Wahrscheinlich LRH,roberta-large
590203 — HCO Bulletin — HGC Current Procedure  [B023-029].txt,3311,17-10-24 14:48,0.0003,0.9997,Wahrscheinlich Nicht-LRH,roberta-large
700621 — HCO Bulletin — Superficial Actions  [B043-059].txt,13078,17-10-24 14:48,0.0033,0.9967,Wahrscheinlich Nicht-LRH,roberta-large
650830 — HCO Bulletin — Art  [B040-073].txt,9173,17-10-24 14:48,0.9606,0.0394,Wahrscheinlich LRH,roberta-large
590907 — HCO Bulletin — 'Nina West our HCO WW US PE Foundation Director...'  [B023-154].txt,2411,17-10-24 14:48,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
720621 Issue 2 — HCO Bulletin — Method 6  [B012-131].txt,2373,17-10-24 14:48,0.0022,0.9978,Wahrscheinlich Nicht-LRH,roberta-large
591211 — HCO Bulletin — New Horizons in Scientology  [B133-070].txt,4616,17-10-24 14:48,0.9998,0.0002,Wahrscheinlich LRH,roberta-large
640224 — HCO Bulletin — Scientology VI - Goal Negatives  [B168-008].txt,4424,17-10-24 14:48,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-large
720204 — HCO Bulletin — Study Correction List Revised  [B012-042].txt,30043,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
730130RB — HCO Bulletin — Method 9 Word Clearing the Right Way  [B173-016].txt,38033,17-10-24 14:48,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
800623 — HCO Bulletin — Checking Questions on Grades Processes  [B169-008].txt,4538,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
720830 Issue 1R — HCO Bulletin — Expanded Dianetics Case Histories  [B050-011].txt,3602,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
650922 — HCO Bulletin — Release Gradation - New Levels of Release  [B005-034].txt,8974,17-10-24 14:48,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
710930 Issue 4 — HCO Bulletin — Auditing  [B011-176].txt,3189,17-10-24 14:48,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-large
710105 — HCO Bulletin — Going Earlier in R3R and Exteriorization Intensives  [B077-001].txt,4774,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
591005 — HCO Bulletin — When Is a Process Flat  [B035-150].txt,534,17-10-24 14:48,0.0578,0.9422,Wahrscheinlich Nicht-LRH,roberta-large
660610 Issue 2 — HCO Bulletin — S & D - The Missed Item  [B006-013].txt,1477,17-10-24 14:48,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
710314R — HCO Bulletin — FN Everything  [B079-046].txt,4392,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
"630624 — HCO Bulletin — Routine 3 - Engram Running by Chains, Bulletin 3  [B153-026].txt",13124,17-10-24 14:48,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-large
820810 — HCO Bulletin — OT Maxims  [B061-020].txt,1917,17-10-24 14:48,0.0015,0.9985,Wahrscheinlich Nicht-LRH,roberta-large
720610 Issue 5 — HCO Bulletin — Hidden Standard RD  [B012-124].txt,2108,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
810504R — HCO Bulletin — Study Green Form  [B061-006].txt,21423,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
710804R — HCO Bulletin — Post Purpose Clearing  [B095-004].txt,5232,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
810401 Issue 2 — HCO Bulletin — Interviews  [B173-018].txt,26247,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
610810 — HCO Bulletin — Information on Clears  [B001-068].txt,6527,17-10-24 14:48,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-large
820711 Issue 2 — HCO Bulletin — Questionable Auditing  [B079-028].txt,1346,17-10-24 14:48,0.0135,0.9865,Wahrscheinlich Nicht-LRH,roberta-large
"640908 — HCO Bulletin — Overts, What Lies Behind Them  [B004-031].txt",2287,17-10-24 14:48,0.9992,0.0008,Wahrscheinlich LRH,roberta-large
600204 — HCO Bulletin — Overt Manifestations on a Low-Toned Case  [B036-026].txt,2486,17-10-24 14:48,0.0083,0.9917,Wahrscheinlich Nicht-LRH,roberta-large
591118 — HCO Bulletin — Income Tax - Then and Now  [B139-018].txt,3212,17-10-24 14:48,0.9998,0.0002,Wahrscheinlich LRH,roberta-large
600705 — HCO Bulletin — Calling All Auditors about Help  [B024-162].txt,5083,17-10-24 14:48,0.2183,0.7817,Wahrscheinlich Nicht-LRH,roberta-large
780703R — HCO Bulletin — Relief Rundown  [B074-011].txt,2474,17-10-24 14:48,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
601020 — HCO Bulletin — Theory 67  [B146-003].txt,1948,17-10-24 14:48,0.9993,0.0007,Wahrscheinlich LRH,roberta-large
601006 — HCO Bulletin — Special Mailings  [B036-150].txt,2265,17-10-24 14:48,0.9699,0.0301,Wahrscheinlich LRH,roberta-large
761210 — HCO Bulletin — FN and TA Position  [B100-012].txt,5290,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
690125 — HCO Bulletin — Targets and Computers  [B159-003].txt,471,17-10-24 14:48,0.9682,0.0318,Wahrscheinlich LRH,roberta-large
600805 — HCO Bulletin — Sticking to the Rundown - Or - When All Else Fails Try Doing What Ron Says  [B024-174].txt,2890,17-10-24 14:48,0.0004,0.9996,Wahrscheinlich Nicht-LRH,roberta-large
630705 — HCO Bulletin — List L2  [B003-038].txt,482,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
691123 Issue 3 — HCO Bulletin — Student Rescue Intensive  [B042-155].txt,3429,17-10-24 14:48,0.0014,0.9986,Wahrscheinlich Nicht-LRH,roberta-large
"690613 — HCO Bulletin — 3 Way S & D, The  [B075-059].txt",2670,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
601020 — HCO Bulletin — Theory 67  [B024-213].txt,1952,17-10-24 14:48,0.9176,0.0824,Wahrscheinlich LRH,roberta-large
710924R — HCO Bulletin — Interiorization Rundown - Correction Drill - Date to Blow - Locate to Blow  [B095-010].txt,10261,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
650913R — HCO Bulletin — Out Tech and How to Get It In  [B055-006].txt,12979,17-10-24 14:48,0.0003,0.9997,Wahrscheinlich Nicht-LRH,roberta-large
600303 — HCO Bulletin — OT-3A Procedure - HGC Allowed Processes  [B036-048].txt,6273,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
620721 — HCO Bulletin — Instant Reads  [B155-004].txt,1325,17-10-24 14:48,0.9999,0.0001,Wahrscheinlich LRH,roberta-large
590120 — HCO Bulletin — ACC Preparatory Process Schedule for Running Engrams  [B035-009].txt,3344,17-10-24 14:48,0.0025,0.9975,Wahrscheinlich Nicht-LRH,roberta-large
660403 — HCO Bulletin — Dianetic Auditing Course  [B090-002].txt,18987,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
661118 — HCO Bulletin — Rehab on Self Analysis  [B006-028].txt,1356,17-10-24 14:48,0.0039,0.9961,Wahrscheinlich Nicht-LRH,roberta-large
700730 — HCO Bulletin — Confessional Repair List - List LCR  [B010-086].txt,2602,17-10-24 14:48,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
591020 — HCO Bulletin — Personal Weekly Departmental Inspections for Association Secretaries  [B023-229].txt,2496,17-10-24 14:48,0.0034,0.9966,Wahrscheinlich Nicht-LRH,roberta-large
