Dateiname,Dateigröße,Datum,LRH,Nicht-LRH,Schlussfolgerung,Model
591130 — HCO Bulletin — Allowed Processes 1st Melbourne ACC  [B023-270].txt,2288,16-10-24 22:03,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
600526 — HCO Bulletin — Calling All Auditors about Help  [B139-085].txt,2368,16-10-24 22:03,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
561004 — HCO Bulletin — High School Indoctrination  [B033-021].txt,5278,16-10-24 22:03,0.0079,0.9921,Wahrscheinlich Nicht-LRH,roberta-base
801104 Issue 3 — HCO Bulletin — Vitamin C  [B059-029].txt,1522,16-10-24 22:03,0.9586,0.0414,Wahrscheinlich LRH,roberta-base
620510 — HCO Bulletin — Prepchecking and Sec Checking  [B002-025].txt,6251,16-10-24 22:03,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
600427 — HCO Bulletin — Security of Employment  [B024-118].txt,2237,16-10-24 22:03,0.0064,0.9936,Wahrscheinlich Nicht-LRH,roberta-base
800103R — HCO Bulletin — Purification Rundown and Atomic War  [B104-002].txt,5351,16-10-24 22:03,0.0096,0.9904,Wahrscheinlich Nicht-LRH,roberta-base
601208 — HCO Bulletin — Clearing Routine  [B140-052].txt,4447,16-10-24 22:03,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
570430 — HCO Bulletin — Issue Authority for Mimeo  [B021-016].txt,301,16-10-24 22:03,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
"721106 Issue 5 — HCO Bulletin — Summary Report Form, The  [B050-054].txt",2991,16-10-24 22:03,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
680606 — HCO Bulletin — Sec Checking Info  [B008-022].txt,3794,16-10-24 22:03,0.0004,0.9996,Wahrscheinlich Nicht-LRH,roberta-base
581222 — HCO Bulletin — New HGC Process - A New Straightwire  [B022-098].txt,5604,16-10-24 22:03,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
640121 — HCO Bulletin — Meter Level Warning - How to Kill a PC in Level V  [B066-002].txt,1251,16-10-24 22:03,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
590507 — HCO Bulletin — New Process  [B023-074].txt,4509,16-10-24 22:03,0.9488,0.0512,Wahrscheinlich LRH,roberta-base
"651020 — HCO Bulletin — Level VI - R6EW Overrun Indicator, An  [B168-028].txt",2564,16-10-24 22:03,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
681101 — HCO Bulletin — High TA  [B041-093].txt,2295,16-10-24 22:03,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
621003 — HCO Bulletin — Tiger Drilling  [B160-031].txt,4143,16-10-24 22:03,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
720327 Issue 3RC — HCO Bulletin — Auditor Correction List - Auditor Recovery  [B079-008].txt,10604,16-10-24 22:03,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
710228 — HCO Bulletin — Metering Reading Items  [B142-008].txt,4927,16-10-24 22:03,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
701026 Issue 2 — HCO Bulletin — Definition of a Student  [B043-112].txt,709,16-10-24 22:03,0.7053,0.2947,Wahrscheinlich LRH,roberta-base
840116 Issue 2 — HCO Bulletin — Repair of Past Cramming  [B057-033].txt,708,16-10-24 22:03,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
600203 — HCO Bulletin — Security Check  [B036-025].txt,1083,16-10-24 22:03,0.0013,0.9987,Wahrscheinlich Nicht-LRH,roberta-base
690623 — HCO Bulletin — FN  [B009-110].txt,3030,16-10-24 22:03,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
"690416 — HCO Bulletin — Health Form, Use Of  [B164-003].txt",6446,16-10-24 22:03,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
710619 Issue 3 — HCO Bulletin — Study Definitions for the TR Course  [B044-081].txt,7647,16-10-24 22:03,0.0111,0.9889,Wahrscheinlich Nicht-LRH,roberta-base
740215 — HCO Bulletin — Service Facsimile Theory and Expanded Dianetics  [B052-006].txt,3055,16-10-24 22:03,0.0008,0.9992,Wahrscheinlich Nicht-LRH,roberta-base
640710 — HCO Bulletin — Overts - Order of Effectiveness in Processing  [B030-008].txt,7786,16-10-24 22:03,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
"700213 — HCO Bulletin — High TA, Full Handling Of  [B094-005].txt",3956,16-10-24 22:03,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
720412-1 — HCO Bulletin — Further Definition  [B049-021].txt,646,16-10-24 22:03,0.0675,0.9325,Wahrscheinlich Nicht-LRH,roberta-base
700620 — HCO Bulletin — Summary Report  [B094-016].txt,1220,16-10-24 22:03,0.0018,0.9982,Wahrscheinlich Nicht-LRH,roberta-base
591215 — HCO Bulletin — HAS Co-Audit  [B023-275].txt,1747,16-10-24 22:03,0.0008,0.9992,Wahrscheinlich Nicht-LRH,roberta-base
600528 — HCO Bulletin — By Their Actions...  [B036-095].txt,2107,16-10-24 22:03,0.6610,0.3390,Wahrscheinlich LRH,roberta-base
690429 — HCO Bulletin — Assessment and Interest  [B075-027].txt,4007,16-10-24 22:03,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
871111 — HCO Bulletin — Folder Error Summary Format  [B109-014].txt,4421,16-10-24 22:03,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-base
690515 — HCO Bulletin — Dirty Needle  [B042-066].txt,674,16-10-24 22:03,0.0008,0.9992,Wahrscheinlich Nicht-LRH,roberta-base
710715 Issue 2 — HCO Bulletin — CS Case Gain  [B011-112].txt,1061,16-10-24 22:03,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-base
"650310 — HCO Bulletin — Words, Misunderstood Goofs  [B031-002].txt",2952,16-10-24 22:03,0.0011,0.9989,Wahrscheinlich Nicht-LRH,roberta-base
810104 — HCO Bulletin Attachment — FES Summary (Page 2 is missing)  [B166-007].txt,5153,16-10-24 22:03,0.0019,0.9981,Wahrscheinlich Nicht-LRH,roberta-base
"780206RA — HCO Bulletin — Purification Rundown Replaces the Sweat Program, The  [B054-001].txt",52728,16-10-24 22:03,0.0008,0.9992,Wahrscheinlich Nicht-LRH,roberta-base
630701 — HCO Bulletin — Routine 3R - Bulletin 4 - Preliminary Step  [B003-030].txt,18084,16-10-24 22:03,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
"811115 — HCO Bulletin — Sunshine Rundown, The  [B056-088].txt",1319,16-10-24 22:03,0.0042,0.9958,Wahrscheinlich Nicht-LRH,roberta-base
600414 — HCO Bulletin — New PE Data  [B141-019].txt,5616,16-10-24 22:03,0.0008,0.9992,Wahrscheinlich Nicht-LRH,roberta-base
720502 — HCO Bulletin — Clearing Commands  [B049-035].txt,3290,16-10-24 22:03,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
660128 — HCO Bulletin — Search and Discovery Data - How a Suppressive Becomes One  [B041-003].txt,7735,16-10-24 22:03,0.0008,0.9992,Wahrscheinlich Nicht-LRH,roberta-base
700629 Issue 2 — HCO Bulletin — List L3A  [B010-091].txt,2523,16-10-24 22:03,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
711217RB — HCO Bulletin — Interiorization Summary  [B095-017].txt,11188,16-10-24 22:03,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
621107 — HCO Bulletin — Wrong Goals - Importance of Repair Of  [B160-035].txt,6924,16-10-24 22:03,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-base
720404R — HCO Bulletin — Primary Rundown (Revised)  [B012-116].txt,6922,16-10-24 22:03,0.0011,0.9989,Wahrscheinlich Nicht-LRH,roberta-base
"571102RA — HCO Bulletin — Objective Rundown, An  [B127-009].txt",2973,16-10-24 22:03,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
660403 — HCO Bulletin — Extracts from HCO Bulletin 3 April 1966  [B042-022 ].txt,6508,16-10-24 22:03,0.0116,0.9884,Wahrscheinlich Nicht-LRH,roberta-base
781110 Issue 1RA — HCO Bulletin — Proclamation - Power to Forgive  [B102-031].txt,3876,16-10-24 22:03,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-base
681007 — HCO Bulletin — Assessment  [B158-014].txt,1807,16-10-24 22:03,0.0004,0.9996,Wahrscheinlich Nicht-LRH,roberta-base
690514 — HCO Bulletin — Sickness  [B009-075].txt,5279,16-10-24 22:03,0.0049,0.9951,Wahrscheinlich Nicht-LRH,roberta-base
680920 — HCO Bulletin — Glee  [B041-076].txt,1133,16-10-24 22:03,0.8740,0.1260,Wahrscheinlich LRH,roberta-base
870825 — HCO Bulletin — Nerve Assist  [B109-004].txt,4757,16-10-24 22:03,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
720610 Issue 1 — HCO Bulletin — Bypassed Charge  [B012-120].txt,1185,16-10-24 22:03,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
820701 Issue 1 — HCO Bulletin — Questionable Auditing Repair List  [B057-010].txt,5927,16-10-24 22:03,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
690902 — HCO Bulletin — Dianetics - The E-Meter Defined  [B075-078].txt,789,16-10-24 22:03,0.9951,0.0049,Wahrscheinlich LRH,roberta-base
570924 — HCO Training Bulletin — Curriculum of CCH Class  [B033-056].txt,403,16-10-24 22:03,0.7337,0.2663,Wahrscheinlich LRH,roberta-base
720102 — HCO Bulletin — WC1 Comes First  [B048-002].txt,2110,16-10-24 22:03,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
811006 — HCO Bulletin — Tech Films and Verbal Tech  [B060-012].txt,2409,16-10-24 22:03,0.0008,0.9992,Wahrscheinlich Nicht-LRH,roberta-base
710721R — HCO Bulletin — Word Clearing Correction List Revised  [B012-061].txt,5462,16-10-24 22:03,0.0004,0.9996,Wahrscheinlich Nicht-LRH,roberta-base
"710930 Issue 6 — HCO Bulletin — CCHs 5, 6 & 7  [B011-178].txt",3386,16-10-24 22:03,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-base
"590921 — HCO Bulletin — Idea for Promotion, An  [B023-180].txt",4449,16-10-24 22:03,0.0009,0.9991,Wahrscheinlich Nicht-LRH,roberta-base
660823 — HCO Bulletin — Service Facsimile  [B090-003].txt,2154,16-10-24 22:03,0.0012,0.9988,Wahrscheinlich Nicht-LRH,roberta-base
671227 — HCO Bulletin — List Handling  [B041-038].txt,845,16-10-24 22:03,0.0010,0.9990,Wahrscheinlich Nicht-LRH,roberta-base
710316 Issue 2 — HCO Bulletin — Folder Admin  [B044-028].txt,1481,16-10-24 22:03,0.0008,0.9992,Wahrscheinlich Nicht-LRH,roberta-base
610125 — HCO Bulletin — Handling of Rudiments  [B037-005].txt,3374,16-10-24 22:03,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
720416R — HCO Bulletin — PTS RD Correction List  [B079-026].txt,4590,16-10-24 22:03,0.0004,0.9996,Wahrscheinlich Nicht-LRH,roberta-base
600219 — HCO Bulletin — Quick on the Uptake  [B024-048].txt,690,16-10-24 22:03,0.2962,0.7038,Wahrscheinlich Nicht-LRH,roberta-base
580529 — HCO Bulletin (Special Bulletin) — Standard Clear Procedure and an Experimental Road - Clearing by Valences  [B034-040].txt,7658,16-10-24 22:03,0.0064,0.9936,Wahrscheinlich Nicht-LRH,roberta-base
820826 — HCO Bulletin — Pain and Sex  [B064-027].txt,4755,16-10-24 22:03,0.0073,0.9927,Wahrscheinlich Nicht-LRH,roberta-base
690423 Issue 3 — HCO Bulletin — Past Lives  [B009-044].txt,4367,16-10-24 22:03,0.0016,0.9984,Wahrscheinlich Nicht-LRH,roberta-base
641112 — HCO Bulletin — Definition Processes  [B040-040].txt,12915,16-10-24 22:03,0.0015,0.9985,Wahrscheinlich Nicht-LRH,roberta-base
610216 — HCO Bulletin — Formula 19  [B165-048].txt,1149,16-10-24 22:03,0.0008,0.9992,Wahrscheinlich Nicht-LRH,roberta-base
880711 — HCO Bulletin — False Data Stripping Repair List  [B079-015].txt,14710,16-10-24 22:03,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
591118 — HCO Bulletin — Income Tax - Then and Now  [B035-177].txt,3223,16-10-24 22:03,0.1245,0.8755,Wahrscheinlich Nicht-LRH,roberta-base
591005 — HCO Bulletin — Universe Processes  [B035-149].txt,7174,16-10-24 22:03,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
"800429 — HCO Bulletin — Prepared Lists, Their Value and Purpose  [B056-012].txt",11767,16-10-24 22:03,0.0056,0.9944,Wahrscheinlich Nicht-LRH,roberta-base
600818 — HCO Bulletin — Vital Information  [B141-037].txt,2967,16-10-24 22:03,0.0082,0.9918,Wahrscheinlich Nicht-LRH,roberta-base
601219 — HCO Bulletin — Miscellaneous Items  [B140-054].txt,10851,16-10-24 22:03,0.0036,0.9964,Wahrscheinlich Nicht-LRH,roberta-base
710607 — HCO Bulletin — Low TAs  [B142-040].txt,1362,16-10-24 22:03,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
811111 — HCO Bulletin — Cancellation of Destructive Issue  [B056-085].txt,1192,16-10-24 22:03,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
720403 Issue 2 — HCO Bulletin — Re - Study Series-5  [B012-065].txt,441,16-10-24 22:03,0.0351,0.9649,Wahrscheinlich Nicht-LRH,roberta-base
"600208 — HCO Bulletin — Honest People Have Rights, Too  [B141-012].txt",4816,16-10-24 22:03,0.0589,0.9411,Wahrscheinlich Nicht-LRH,roberta-base
"720603 — HCO Bulletin — PTS Rundown, Final Step  [B012-118].txt",2380,16-10-24 22:03,0.0004,0.9996,Wahrscheinlich Nicht-LRH,roberta-base
711022 — HCO Bulletin — Exteriorization  [B011-202].txt,833,16-10-24 22:03,0.2885,0.7115,Wahrscheinlich Nicht-LRH,roberta-base
681007 — HCO Bulletin — Assessment  [B158-013].txt,1848,16-10-24 22:03,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
780704R — HCO Bulletin — Second Original Assessment  [B074-012].txt,2283,16-10-24 22:03,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
580912 Issue 2 — HCO Bulletin — Havingness - New Commands  [B034-068].txt,832,16-10-24 22:03,0.9589,0.0411,Wahrscheinlich LRH,roberta-base
620321 — HCO Bulletin — Prepchecking Data - When to Do a What  [B002-017].txt,9702,16-10-24 22:03,0.0011,0.9989,Wahrscheinlich Nicht-LRH,roberta-base
"621108 — HCO Bulletin — Questions on HCO Bulletin November 8, AD12  [B072-026].txt",4477,16-10-24 22:03,0.0009,0.9991,Wahrscheinlich Nicht-LRH,roberta-base
"601222 — HCO Bulletin — O-W, A Limited Theory  [B134-011].txt",4791,16-10-24 22:03,0.8553,0.1447,Wahrscheinlich LRH,roberta-base
810121 — HCO Bulletin — Study and Education - Tape Amendment  [B060-007].txt,1416,16-10-24 22:03,0.0019,0.9981,Wahrscheinlich Nicht-LRH,roberta-base
650721 — HCO Bulletin — Release Rehabilitation  [B067-008].txt,2331,16-10-24 22:03,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
801118 — HCO Bulletin — Auditor Correction List - Word List  [B082-063].txt,3628,16-10-24 22:03,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
590907 — HCO Bulletin — 'The following Bulletin has been issued on a suggestion made by Lain Thomson...re Dissemination...'  [B023-152].txt,2336,16-10-24 22:03,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
"590508 — HCO Bulletin — Undoable Command, An  [B035-049].txt",413,16-10-24 22:03,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-base
"710523 Issue 03 — HCO Bulletin — Three Important Communication Lines, The  [B052-070].txt",2076,16-10-24 22:03,0.0009,0.9991,Wahrscheinlich Nicht-LRH,roberta-base
581027 — HCO Bulletin — HPA Courses for Staff  [B034-077].txt,546,16-10-24 22:03,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
600623 — HCO Horticultural Bulletin — Fifth Dynamic Research  [B065-023].txt,4617,16-10-24 22:03,0.0095,0.9905,Wahrscheinlich Nicht-LRH,roberta-base
701027 Issue 2 — HCO Bulletin — Dianetic CS-1 on a Student or Auditor  [B010-127].txt,3508,16-10-24 22:03,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
660205 Issue 2 — HCO Bulletin — ''Letting the PC Itsa'' - The Properly Trained Auditor  [B041-005].txt,5617,16-10-24 22:03,0.0012,0.9988,Wahrscheinlich Nicht-LRH,roberta-base
851121 — HCO Bulletin — First Dynamic Form  [B057-086].txt,5229,16-10-24 22:03,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
781204 — HCO Bulletin — How to Read through an FN  [B079-046].txt,4504,16-10-24 22:03,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
640729 — HCO Bulletin — Good Indicators at Lower Levels  [B030-012].txt,2694,16-10-24 22:03,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-base
611229 — HCO Bulletin — Technical Data Changes  [B037-081].txt,1254,16-10-24 22:03,0.0011,0.9989,Wahrscheinlich Nicht-LRH,roberta-base
651126 — HCO Bulletin — Information on Rehabilitation  [B040-093].txt,1826,16-10-24 22:03,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
740321 — HCO Bulletin — End Phenomena  [B098-004].txt,5151,16-10-24 22:03,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
610523 — HCO Bulletin — Prehav Scale Revised  [B154-009].txt,131764,16-10-24 22:03,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
800928 Issue 3 — HCO Bulletin — Confessional Repair List - LCRD Words List  [B056-044].txt,2759,16-10-24 22:03,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
630424 — HCO Bulletin — Routine 3M2 - Tips - The Rocket Read of a Reliable Item  [B153-010].txt,5274,16-10-24 22:03,0.0008,0.9992,Wahrscheinlich Nicht-LRH,roberta-base
"600103 — HCO Bulletin — Third Dynamic for Scientology, A  [B024-002].txt",1731,16-10-24 22:03,0.0785,0.9215,Wahrscheinlich Nicht-LRH,roberta-base
720107 — HCO Bulletin — Training and Interning Staff Auditors  [B048-008].txt,9177,16-10-24 22:03,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
690406 Issue 2 — HCO Bulletin — Dianetics Course Auditing Requirements  [B009-030].txt,4331,16-10-24 22:03,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
660221 — HCO Bulletin — Definition Processes  [B090-001].txt,12646,16-10-24 22:03,0.0010,0.9990,Wahrscheinlich Nicht-LRH,roberta-base
"580529 — HCO Bulletin (Special Bulletin) — Example of Clearing by Valences, An  [B034-041].txt",4310,16-10-24 22:03,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
"681206 — HCO Bulletin — Release, Rehabilitation Of  [B092-014].txt",1645,16-10-24 22:03,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
620212 — HCO Bulletin — How to Clear Withholds and Missed Withholds  [B029-005].txt,4988,16-10-24 22:03,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-base
570611 — HCO Bulletin — Training and CCH Processes  [B049-047].txt,41495,16-10-24 22:03,0.0038,0.9962,Wahrscheinlich Nicht-LRH,roberta-base
651107 — HCO Bulletin — Release Rehabilitation Error  [B031-031].txt,3866,16-10-24 22:03,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-base
570228 — HCO Bulletin — Hats  [B033-031].txt,1204,16-10-24 22:03,0.0278,0.9722,Wahrscheinlich Nicht-LRH,roberta-base
"580408 Issue 2 — HCO Bulletin — Pair of Processes, A  [B128-002].txt",1522,16-10-24 22:03,0.0008,0.9992,Wahrscheinlich Nicht-LRH,roberta-base
721025 — HCO Bulletin — Expanded Dianetic Case J  [B050-035].txt,7039,16-10-24 22:03,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
731124RD — HCO Bulletin — Hi-Lo TA Assessment CS - (CS Series 53 - Long Form)  [B097-016].txt,16598,16-10-24 22:03,0.0008,0.9992,Wahrscheinlich Nicht-LRH,roberta-base
710421RA — HCO Bulletin — Dianetics - Getting in All Flows  [B012-112].txt,12232,16-10-24 22:03,0.0004,0.9996,Wahrscheinlich Nicht-LRH,roberta-base
711212 Issue 14 — HCO Bulletin — How to Write Up a Cramming Order  [B047-038].txt,1137,16-10-24 22:03,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
"840110 — HCO Bulletin — Use of Demonstration, The  [B062-017].txt",6067,16-10-24 22:03,0.0008,0.9992,Wahrscheinlich Nicht-LRH,roberta-base
800630R — HCO Bulletin — Student Rehabilitation List Words  [B082-057].txt,3210,16-10-24 22:03,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
840617 — HCO Bulletin — Evil Purposes and False PR  [B057-067].txt,742,16-10-24 22:03,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
XXXXXX — Misc Pages — 'Please replace your present issue...'  [B031-008].txt,71,16-10-24 22:03,0.0015,0.9985,Wahrscheinlich Nicht-LRH,roberta-base
690422 — HCO Bulletin — Dianetics vs Scientology  [B075-013].txt,2992,16-10-24 22:03,0.0013,0.9987,Wahrscheinlich Nicht-LRH,roberta-base
610223 — HCO Bulletin — PT Problem and Goals  [B028-011].txt,1956,16-10-24 22:03,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
801225 Issue 2 — HCO Bulletin — Flag Rep Confessional List  [B056-066].txt,8066,16-10-24 22:03,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
620703 — HCO Bulletin — Acknowledgements  [B002-045].txt,593,16-10-24 22:03,0.0138,0.9862,Wahrscheinlich Nicht-LRH,roberta-base
590928 — HCO Bulletin — Technical Notes on Child Processing  [B113-015].txt,1309,16-10-24 22:03,0.0015,0.9985,Wahrscheinlich Nicht-LRH,roberta-base
690314 — HCO Bulletin — 'It is okay for any Class VIII...'  [B009-024].txt,685,16-10-24 22:03,0.0013,0.9987,Wahrscheinlich Nicht-LRH,roberta-base
680901 — HCO Bulletin — Points on Case Supervision  [B008-041].txt,1046,16-10-24 22:03,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-base
770301 Issue 2 — HCO Bulletin — Confessional Forms  [B101-007].txt,1076,16-10-24 22:03,0.0040,0.9960,Wahrscheinlich Nicht-LRH,roberta-base
"621129 — HCO Bulletin — Routines 2-12, 3-21 and 3GAXX - Tiger Drill for Nulling by Mid Ruds  [B002-090].txt",8397,16-10-24 22:03,0.0004,0.9996,Wahrscheinlich Nicht-LRH,roberta-base
710523 Issue 10 — HCO Bulletin — Comm Cycle Additives  [B011-065].txt,2096,16-10-24 22:03,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
670102 — HCO Bulletin — Dating - Forbidden Words  [B007-002].txt,908,16-10-24 22:03,0.0058,0.9942,Wahrscheinlich Nicht-LRH,roberta-base
710421 — HCO Bulletin — Quadruple Dianetics - Dangers Of  [B078-035].txt,10964,16-10-24 22:03,0.0004,0.9996,Wahrscheinlich Nicht-LRH,roberta-base
751026 — HCO Bulletin — ''Failed'' Cases  [B053-032].txt,4165,16-10-24 22:03,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
700616 — HCO Bulletin — What the CS Is Doing  [B058-004].txt,9755,16-10-24 22:03,0.0014,0.9986,Wahrscheinlich Nicht-LRH,roberta-base
"600707 — HCO Bulletin — Assessment of Help, The  [B114-014].txt",6237,16-10-24 22:03,0.0051,0.9949,Wahrscheinlich Nicht-LRH,roberta-base
730612 Issue 2 — HCO Bulletin — Cramming Heavy Hussar Handling for a Badly Bogged Tech Personnel of Staff Member  [B051-048].txt,7267,16-10-24 22:03,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
641210 — HCO Bulletin — Listen-Style Auditing  [B040-042].txt,8902,16-10-24 22:03,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
"700614 — HCO Bulletin — Return Program, The  [B043-050].txt",5752,16-10-24 22:03,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-base
640315 Issue 2 — HCO Bulletin — Meter - Everything Reading  [B040-008].txt,10003,16-10-24 22:03,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
710102 — HCO Bulletin — Illegal Auditing  [B044-001].txt,834,16-10-24 22:03,0.0248,0.9752,Wahrscheinlich Nicht-LRH,roberta-base
810326 Issue 2 — HCO Bulletin — Expanded Green Form 40RE - Words List  [B056-071].txt,3620,16-10-24 22:03,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
790209R — HCO Bulletin — How to Defeat Verbal Tech  [B062-008].txt,1059,16-10-24 22:03,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
700115 Issue 2 — HCO Bulletin — Handling with Auditing  [B055-010].txt,8576,16-10-24 22:03,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
690124 — HCO Bulletin — Summary Report  [B159-002].txt,1578,16-10-24 22:03,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-base
"700115 — HCO Bulletin — Uses of Auditing, The  [B010-002].txt",3078,16-10-24 22:03,0.0016,0.9984,Wahrscheinlich Nicht-LRH,roberta-base
700103 — HCO Bulletin — Triple Errors in Dianetics  [B010-001].txt,1255,16-10-24 22:03,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
590226 — HCO Bulletin — Engram Running on Old Dianetic Cases or Restarted Cases  [B035-019].txt,1820,16-10-24 22:03,0.0008,0.9992,Wahrscheinlich Nicht-LRH,roberta-base
"600128 — HCO Bulletin — Key to All Cases - Responsibility, The  [B141-008].txt",9404,16-10-24 22:03,0.0019,0.9981,Wahrscheinlich Nicht-LRH,roberta-base
850829 — HCO Bulletin — Allergy or Asthma Rundown  [B057-082].txt,4241,16-10-24 22:03,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-base
"681118 — HCO Bulletin — Model Session, Dianetics to Level II  [B008-078].txt",2350,16-10-24 22:03,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
611123 — HCO Bulletin — Meter Reading  [B001-098].txt,4380,16-10-24 22:03,0.0009,0.9991,Wahrscheinlich Nicht-LRH,roberta-base
"650417 — HCO Bulletin — Correction to HCO Bulletin of 14 April, 1965, ''Scientology (GPMs)'' (Materials of the GPM Unit Reorganized)  [B168-039].txt",700,16-10-24 22:03,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
800518 — HCO Bulletin — Start-Change-Stop - Commands  [B056-019].txt,7445,16-10-24 22:03,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
571121 — HCO Bulletin — Flow Line for Personnel  [B021-072].txt,779,16-10-24 22:03,0.0018,0.9982,Wahrscheinlich Nicht-LRH,roberta-base
650418 — HCO Bulletin — How to Apply Level Processing  [B148-006].txt,5485,16-10-24 22:03,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-base
570308 — HCO Bulletin — Goal of Indoctrination Course  [B033-033].txt,524,16-10-24 22:03,0.0066,0.9934,Wahrscheinlich Nicht-LRH,roberta-base
720105 — HCO Bulletin — Pregnancy and Auditing  [B048-005].txt,2213,16-10-24 22:03,0.0004,0.9996,Wahrscheinlich Nicht-LRH,roberta-base
