Dateiname,Unbekannte_Wörter,Wortfragmente,Wortanzahl,Entscheidung,Unbekannte_Wörter_Anzahl,Wortfragmente_Anzahl,Dateigröße_Bytes
630705 — HCO Bulletin — ARC Break Assessments  [B039-026].txt,3.70%,1.32%,1594,Geeignet,59,21,9213
590912 — HCO Bulletin — Processing a New Mother  [B035-127].txt,3.70%,2.47%,81,Geeignet,3,2,488
600617 — HCO Bulletin — Discounts to Franchise Holders  [B140-007].txt,3.70%,1.23%,162,Geeignet,6,2,929
"650405 — HCO Bulletin — Conditions Test - Process I-X - Registrars, A  [B005-008].txt",3.70%,0.00%,108,Geeignet,4,0,638
"760810R — HCO Bulletin — RSes, What They Mean  [B165-003].txt",3.70%,0.25%,3186,Geeignet,118,8,17471
610116 — HCO Bulletin — Training Rights  [B028-002].txt,3.70%,1.85%,108,Geeignet,4,2,648
"630304 — HCO Bulletin — Routine 2-10, 2-12, 2-12A  [B003-009].txt",3.70%,2.69%,297,Geeignet,11,8,1691
720327 Issue 3RA — HCO Bulletin Attachment — Auditor Correction List - Additional Actions Required  [B096-016].txt,3.70%,0.00%,135,Geeignet,5,0,839
621001 — HCO Bulletin — 3GA - Listing by Tiger Buttons - 114 New Lines for Listing  [B160-030].txt,3.71%,0.17%,1185,Geeignet,44,2,6543
801118 Issue 2 — HCO Bulletin — Case Supervisor Correction List - Word List  [B056-059].txt,3.71%,0.20%,512,Geeignet,19,1,3281
700826 — HCO Bulletin — Incomplete Cases  [B078-018].txt,3.71%,0.66%,754,Geeignet,28,5,4185
720216 — HCO Bulletin — Talking the TA Down Modified  [B048-025].txt,3.71%,0.46%,431,Geeignet,16,2,2224
680829 — HCO Bulletin — Drug Data  [B053-030].txt,3.71%,0.28%,727,Geeignet,27,2,4227
721217 — HCO Bulletin — Havingness  [B050-086].txt,3.72%,1.60%,188,Geeignet,7,3,1134
610216 — HCO Bulletin — Formula 19  [B037-011].txt,3.72%,0.53%,188,Geeignet,7,1,1096
580322 — HCO Bulletin — Clearing Reality  [B022-029].txt,3.72%,1.60%,188,Geeignet,7,3,1045
"600908 — HCO Bulletin — Presessions of the 1st Saint Hill ACC, The  [B027-069].txt",3.72%,0.66%,752,Geeignet,28,5,4592
720420 Issue 2 — HCO Bulletin — Product Purpose and Why and WC Error Correction  [B049-027].txt,3.72%,0.13%,780,Geeignet,29,1,4273
801118 Issue 2 — HCO Bulletin — Case Supervisor Correction List - Word List  [B082-065].txt,3.72%,0.20%,511,Geeignet,19,1,3277
600602 — HCO Bulletin — Dynamic Assessment on Help  [B024-148].txt,3.72%,0.14%,1398,Geeignet,52,2,7796
720325 — HCO Bulletin — LX3 Handling of - Revised and Reissued  [B048-045].txt,3.72%,3.23%,403,Geeignet,15,13,2245
621208 — HCO Bulletin — Training - X Unit  [B002-094].txt,3.72%,0.00%,376,Geeignet,14,0,2066
690712 — HCO Bulletin — Exteriorization  [B042-108].txt,3.72%,0.00%,215,Geeignet,8,0,1232
840617 — HCO Bulletin — Evil Purposes and False PR  [B062-049].txt,3.73%,1.49%,134,Geeignet,5,2,797
710406 — HCO Bulletin — Non-FN Cases  [B142-028].txt,3.73%,0.00%,1100,Geeignet,41,0,6175
620808 — HCO Bulletin — Missed Withholds  [B002-009].txt,3.73%,0.57%,1046,Geeignet,39,6,5978
"721211 — HCO Bulletin — Tech and Ethics of Integrity Processing, The  [B050-081].txt",3.73%,0.49%,1234,Geeignet,46,6,7025
710314 Issue 2 — HCO Bulletin — Talking the TA Down  [B044-026].txt,3.73%,0.30%,1340,Geeignet,50,4,7389
620628 — HCO Bulletin — Dirty Needles - How to Smooth Out Needles  [B038-035].txt,3.73%,0.60%,670,Geeignet,25,4,3734
690429 — HCO Bulletin — Assessment and Interest  [B009-053].txt,3.73%,0.27%,750,Geeignet,28,2,4042
840127 — HCO Bulletin — FSM Breakthrough - New FSM TRs - Controlling a Conversation  [B062-029].txt,3.74%,0.34%,1176,Geeignet,44,4,6969
591118 — HCO Bulletin — 1st Melbourne ACC Material  [B035-176].txt,3.74%,0.62%,481,Geeignet,18,3,2832
710308 Issue 2 — HCO Bulletin — Precision Dianetics - The Commands of R3R  [B011-023].txt,3.74%,0.40%,1981,Geeignet,74,8,11119
610411 — HCO Bulletin — SOP Goals - Errors  [B154-004].txt,3.74%,0.00%,294,Geeignet,11,0,1746
630429 — HCO Bulletin — Modernized Training Drills Using Permissive Coaching  [B003-019].txt,3.74%,0.17%,3532,Geeignet,132,6,21217
630526 — HCO Bulletin — Routine 3 - Line Plot  [B063-027].txt,3.74%,0.68%,294,Geeignet,11,2,1747
600208 — HCO Bulletin — Security Checks  [B024-035].txt,3.74%,0.93%,107,Geeignet,4,1,661
590921 — HCO Bulletin — ''Results in Auditing with S2''  [B023-179].txt,3.74%,0.44%,908,Geeignet,34,4,4996
"730120RE — HCO Bulletin — Red Tag Line, The  [B097-006].txt",3.74%,0.00%,1282,Geeignet,48,0,7037
721221 — HCO Bulletin — Formulating Integrity Processing Questions  [B050-090].txt,3.74%,0.77%,910,Geeignet,34,7,5511
630526 — HCO Bulletin — Routine 3 - Line Plot  [B153-020].txt,3.74%,0.68%,294,Geeignet,11,2,1748
620405 — HCO Bulletin — CCHs - Auditing Attitude  [B038-015].txt,3.74%,0.11%,1846,Geeignet,69,2,10205
621128 — HCO Bulletin — R2-12 - Practical Drills  [B160-040].txt,3.75%,0.60%,666,Geeignet,25,4,3735
710104 — HCO Bulletin — Exteriorization and High TA  [B011-002].txt,3.75%,0.38%,1600,Geeignet,60,6,9262
680831 — HCO Bulletin — Written CS Instructions  [B041-066].txt,3.75%,0.00%,160,Geeignet,6,0,932
600119 — HCO Bulletin — Tapes for Sale  [B139-031].txt,3.75%,1.25%,80,Geeignet,3,1,482
560103 — HCO Bulletin — Six Levels of Processing - Issue 7  [B033-007].txt,3.75%,0.42%,1415,Geeignet,53,6,8355
700621 — HCO Bulletin — Superficial Actions  [B010-064].txt,3.75%,0.21%,2429,Geeignet,91,5,13034
800628R — HCO Bulletin — Student Correction List Words  [B082-059].txt,3.75%,0.16%,613,Geeignet,23,1,4215
591105 — HCO Bulletin — Rudiments of Formal Auditing  [B035-172].txt,3.75%,0.54%,560,Geeignet,21,3,3145
590728 — HCO Bulletin — Our Goals  [B023-123].txt,3.75%,0.29%,693,Geeignet,26,2,4035
610529 — HCO Bulletin — Clarification of ''Change Processing''  [B001-050].txt,3.75%,0.31%,320,Geeignet,12,1,1882
690527 — HCO Bulletin — Earlier Similar  [B009-094].txt,3.75%,0.42%,240,Geeignet,9,1,1468
600805 — HCO Bulletin — Sticking to the Rundown - Or - When All Else Fails Try Doing What Ron Says  [B024-174].txt,3.75%,1.38%,507,Geeignet,19,7,2890
690524 Issue 2 — HCO Bulletin — Dianetic High Crimes  [B042-079].txt,3.75%,0.00%,267,Geeignet,10,0,1548
"630310 — HCO Bulletin — Routine 2-10, 2-12, 2-12A - (Also Applies to Routine 3M) - Vanished RS or RR  [B003-011].txt",3.75%,2.91%,1306,Geeignet,49,38,6531
600119 — HCO Bulletin — Tapes for Sale  [B027-007].txt,3.75%,1.25%,80,Geeignet,3,1,482
720106 — HCO Bulletin — 0-IV Expanded Grade Processes - Triples - Part C - Grade I Processes  [B048-007].txt,3.75%,1.67%,3945,Geeignet,148,66,22838
610529 — HCO Bulletin — Clarification of ''Change Processing''  [B028-029].txt,3.75%,0.31%,320,Geeignet,12,1,1872
700820 — HCO Bulletin — Two Complete Differences - Assessment - Listing and Nulling  [B010-099].txt,3.75%,0.72%,1387,Geeignet,52,10,7639
740831 — HCO Bulletin — New Grade Chart  [B052-030].txt,3.76%,0.75%,1064,Geeignet,40,8,5976
800628R — HCO Bulletin — Student Correction List Words  [B056-031].txt,3.76%,0.16%,611,Geeignet,23,1,4209
700126 — HCO Bulletin — Examiner and Floating Needle  [B043-010].txt,3.77%,0.00%,292,Geeignet,11,0,1643
840118 — HCO Bulletin — How to Audit the HRD  [B107-004].txt,3.77%,0.46%,1965,Geeignet,74,9,11032
671008 — HCO Bulletin — Clear Checks and Re-Clear Checks  [B041-032].txt,3.77%,0.91%,875,Geeignet,33,8,4731
570517 — HCO Training Bulletin — Definitions  [B033-041].txt,3.77%,0.94%,106,Geeignet,4,1,680
650802 — HCO Bulletin — Release Goofs  [B005-023].txt,3.77%,0.35%,1140,Geeignet,43,4,6429
630701 — HCO Bulletin — Routine 3R - Bulletin 4 - Preliminary Step  [B153-027].txt,3.77%,0.28%,3158,Geeignet,119,9,18140
600519 — HCO Bulletin — How Help Became Betrayal  [B141-027].txt,3.77%,0.43%,929,Geeignet,35,4,5247
690517 — HCO Bulletin — TRs and Dirty Needles  [B151-009].txt,3.77%,0.00%,212,Geeignet,8,0,1183
"590619 — HCO Bulletin — Personal Efficiency Course, The  [B023-098].txt",3.77%,0.34%,583,Geeignet,22,2,3211
700925 — HCO Bulletin — Addition to HCOB 24 April 1969 - Preclear Assessment Sheet  [B010-111].txt,3.77%,0.94%,106,Geeignet,4,1,604
601222 — HCO Bulletin — HAS Co-Audit Resumed  [B024-234].txt,3.77%,0.00%,239,Geeignet,9,0,1378
"600915 — HCO Bulletin — Tone Arm, The  [B140-027].txt",3.77%,0.29%,345,Geeignet,13,1,1992
871114 Issue 3 — HCO Bulletin — Expanded Grade I Process Checklist  [B165-033].txt,3.77%,0.99%,10392,Geeignet,392,103,59615
590929 — HCO Bulletin — ''Coaxing the Subconscious''  [B023-198].txt,3.78%,0.68%,740,Geeignet,28,5,4248
710404 — HCO Bulletin — Use of Quad Dianetics  [B078-031].txt,3.78%,0.97%,927,Geeignet,35,9,5028
710228 — HCO Bulletin — Metering Reading Items  [B011-015].txt,3.78%,0.33%,899,Geeignet,34,3,4971
611203 — HCO Bulletin — Running 3D Levels  [B001-102].txt,3.78%,0.63%,953,Geeignet,36,6,5111
640710 — HCO Bulletin — Overts - Order of Effectiveness in Processing  [B004-021].txt,3.78%,0.45%,1348,Geeignet,51,6,7726
710319 — HCO Bulletin — CSing Auditor - CSes  [B011-032].txt,3.78%,0.00%,1190,Geeignet,45,0,6543
700619 Issue 2 — HCO Bulletin — Chart of Human Evaluation  [B078-008].txt,3.78%,0.16%,635,Geeignet,24,1,3476
710523 Issue 07 — HCO Bulletin — Premature Acknowledgements  [B011-062].txt,3.78%,0.22%,450,Geeignet,17,1,2737
711201 Issue 3 — HCO Bulletin — Rising Scale Processing  [B011-248].txt,3.79%,0.81%,369,Geeignet,14,3,2190
690919 — HCO Bulletin — Study Slowness  [B042-140].txt,3.79%,0.47%,422,Geeignet,16,2,2382
590728 — HCO Bulletin — Our Goals  [B113-010].txt,3.79%,0.73%,686,Geeignet,26,5,4024
660121 — HCO Bulletin — S & D Errors (Handling PTSes with S & D)  [B006-002].txt,3.79%,0.47%,211,Geeignet,8,1,1205
"601122 — HCO Bulletin — Look at the Basic Rundown, A  [B027-086].txt",3.79%,0.19%,1056,Geeignet,40,2,6149
600510 — HCO Bulletin — Calling All Auditors  [B139-079].txt,3.79%,0.18%,554,Geeignet,21,1,3187
590714 — HCO Bulletin — Special Information for Franchise Holders  [B035-076].txt,3.79%,0.65%,1083,Geeignet,41,7,6155
601004 Circa — HCO Bulletin — 'Havingness and duplication...'  [B114-033].txt,3.79%,0.00%,132,Geeignet,5,0,914
730711RB — HCO Bulletin — Assist Summary  [B097-009].txt,3.79%,0.09%,3434,Geeignet,130,3,19985
580402 — HCO Bulletin — ARC in Comm Course  [B132-002].txt,3.79%,1.38%,290,Geeignet,11,4,1640
780624 — HCO Bulletin — Original Assessment Sheet  [B165-035].txt,3.79%,0.57%,1397,Geeignet,53,8,9587
561026 — HCO Bulletin — HPA-HCA Training Processes  [B020-025].txt,3.79%,0.18%,554,Geeignet,21,1,3332
720621 Issue 2 — HCO Bulletin — Method 6  [B049-064].txt,3.80%,0.48%,421,Geeignet,16,2,2376
710916 — HCO Bulletin — Intern Training Supervisor - Faults and Tips  [B011-166].txt,3.80%,0.14%,1421,Geeignet,54,2,7954
680917 — HCO Bulletin — Overrun Process  [B070-012].txt,3.80%,1.63%,184,Geeignet,7,3,994
711002 — HCO Bulletin — CSing for New Auditors or Veterans  [B011-182].txt,3.80%,0.47%,632,Geeignet,24,3,3375
"600705 — HCO Bulletin — Bulletin Check List (WE July 2, 1960)  [B024-163].txt",3.80%,1.14%,263,Geeignet,10,3,1536
601006 — HCO Bulletin — Special Mailings  [B036-150].txt,3.80%,1.01%,395,Geeignet,15,4,2265
710417 — HCO Bulletin — HGC Morale and Auditor Competence - Touch Checkouts and Drilling on Tech Materials  [B044-045].txt,3.80%,0.46%,658,Geeignet,25,3,4016
680922 — HCO Bulletin — CCHs Not Grade I  [B070-013].txt,3.80%,0.00%,79,Geeignet,3,0,484
780924RA — HCO Bulletin Attachment — Int Rundown Table  [B165-051].txt,3.80%,0.00%,447,Geeignet,17,0,2363
"700929 — HCO Bulletin — HCO Bulletin of December 4, 1957 - (Re - Clear Procedure)  [B010-112].txt",3.80%,0.06%,3133,Geeignet,119,2,17797
621111 — HCO Bulletin — 3GAXX - Straightening Up 3GAXX Cases  [B160-037].txt,3.80%,0.63%,316,Geeignet,12,2,1826
730711RB — HCO Bulletin — Assist Summary  [B097-008].txt,3.81%,0.09%,3441,Geeignet,131,3,20025
570222 — HCO Bulletin — Policy of Mail Handling for Prospective Preclears and Students  [B033-030].txt,3.81%,0.00%,210,Geeignet,8,0,1275
"630314 — HCO Bulletin — Routine 2-Routine 3 - ARC Breaks, Handling Of  [B039-009].txt",3.81%,2.14%,2285,Geeignet,87,49,12520
700616 — HCO Bulletin — What the CS Is Doing  [B078-006].txt,3.81%,0.37%,1626,Geeignet,62,6,9281
600317 — HCO Bulletin — Standardized Sessions  [B065-011].txt,3.81%,0.00%,1261,Geeignet,48,0,7606
620807 — HCO Bulletin — Running CCHs  [B002-052].txt,3.81%,0.35%,289,Geeignet,11,1,1581
630114 — HCO Bulletin — Rings Causing ''Rock Slams''  [B039-002].txt,3.81%,0.69%,289,Geeignet,11,2,1678
711025 Issue 3 — HCO Bulletin — Auditor Failure to Understand  [B046-037].txt,3.81%,0.25%,394,Geeignet,15,1,2180
"630309 — HCO Bulletin — Routine 2 and 3M - Correction to 3M Steps 13, 14  [B063-007].txt",3.81%,2.07%,1259,Geeignet,48,26,6202
700816 — HCO Bulletin — Getting the FN to Examiner  [B094-028].txt,3.81%,0.43%,1156,Geeignet,44,5,6127
601006 — HCO Bulletin — Thirty-Six New Presessions  [B140-034].txt,3.82%,0.50%,1204,Geeignet,46,6,7856
600922 — HCO Bulletin — Presessions and Regimens  [B024-195].txt,3.82%,0.21%,943,Geeignet,36,2,5658
590216 — HCO Bulletin — HGC Processes for Those Trained in Engram Running or Trained in These Processes  [B023-032].txt,3.82%,0.15%,654,Geeignet,25,1,3790
"580408 Issue 2 — HCO Bulletin — Pair of Processes, A  [B128-001].txt",3.82%,1.15%,262,Geeignet,10,3,1522
711212 Issue 10 — HCO Bulletin — Cramming Expertise  [B011-263].txt,3.82%,0.22%,445,Geeignet,17,1,2687
710526 — HCO Bulletin — TRs Course and Auditing - Mixing Major Actions  [B011-068].txt,3.82%,0.29%,1046,Geeignet,40,3,5570
621108 — HCO Bulletin — Somatics - How to Tell Terminals and Opposition Terminals  [B155-007].txt,3.82%,0.36%,2224,Geeignet,85,8,12966
600325 — HCO Bulletin — Promotion for the PE and Co-Audit  [B024-086].txt,3.83%,0.64%,313,Geeignet,12,2,1794
580529 — HCO Bulletin (Special Bulletin) — Standard Clear Procedure and an Experimental Road - Clearing by Valences  [B022-050].txt,3.83%,0.15%,1330,Geeignet,51,2,7604
710426 Issue 1 — HCO Bulletin — TRs and Cognitions  [B011-050].txt,3.83%,0.00%,575,Geeignet,22,0,3410
720409 Issue 08 — HCO Bulletin — Clearing List Words in Scientology - HC Out-Point Plus-Point Lists  [B049-014].txt,3.83%,1.05%,287,Geeignet,11,3,2004
591014 — HCO Bulletin — London Up  [B084-002].txt,3.83%,0.81%,496,Geeignet,19,4,2824
591014 — HCO Bulletin — On Running a Co-Audit  [B084-001].txt,3.83%,0.81%,496,Geeignet,19,4,2824
621107 — HCO Bulletin — Wrong Goals - Importance of Repair Of  [B160-035].txt,3.83%,0.24%,1253,Geeignet,48,3,6924
811006 — HCO Bulletin — Tech Films and Verbal Tech  [B060-012].txt,3.83%,0.51%,392,Geeignet,15,2,2409
591104 — HCO Bulletin — Tips for HAS Co-Audit Instructors  [B023-257].txt,3.83%,0.33%,600,Geeignet,23,2,3432
650618 — HCO Bulletin — Clear and OT Behavior  [B005-015].txt,3.83%,0.26%,392,Geeignet,15,1,2199
"730120RA — HCO Bulletin — Red Tag Line, The  [B097-005].txt",3.83%,0.31%,1281,Geeignet,49,4,6826
"590921 — HCO Bulletin — Idea for Promotion, An  [B023-180].txt",3.84%,0.26%,782,Geeignet,30,2,4449
690203 — HCO Bulletin — Triple Grades  [B075-003].txt,3.84%,0.81%,495,Geeignet,19,4,2843
590929 — HCO Bulletin — Survey of a Central Org  [B023-197].txt,3.84%,0.46%,651,Geeignet,25,3,3711
630705 — HCO Bulletin — ARC Break Assessments  [B153-028].txt,3.84%,0.62%,1616,Geeignet,62,10,9243
600512 — HCO Bulletin — Miscellaneous Items  [B027-048].txt,3.84%,0.25%,1199,Geeignet,46,3,6946
"741006 — HCO Bulletin — Vital Information Rundown - The Technical Breakthrough of 1974, The  [B052-046].txt",3.84%,0.20%,1015,Geeignet,39,2,6324
590718 — HCO Bulletin — Technically Speaking  [B113-009].txt,3.85%,0.77%,130,Geeignet,5,1,808
580213 — HCO Bulletin — Rules Governing the Running of CCH 0b ''Help''  [B022-020].txt,3.85%,0.64%,156,Geeignet,6,1,894
711218-2 — HCO Bulletin — Subject Index of CS Series by Alphabetical List of Subjects  [B012-093].txt,3.85%,0.15%,7324,Geeignet,282,11,35635
590718 — HCO Bulletin — Technically Speaking  [B035-077].txt,3.85%,0.77%,130,Geeignet,5,1,806
710330 Issue 3 — HCO Bulletin — Add to HCOB 8 Jan 71 - Auditing CS-1  [B011-036].txt,3.85%,1.28%,78,Geeignet,3,1,488
650830 — HCO Bulletin — Release Stages  [B005-029].txt,3.85%,0.37%,546,Geeignet,21,2,3254
"600317 — HCO Bulletin — Auditing Win, An  [B139-053].txt",3.85%,0.70%,286,Geeignet,11,2,1661
690623 — HCO Bulletin — FN  [B009-110].txt,3.85%,0.00%,571,Geeignet,22,0,3030
780704R — HCO Bulletin — Second Original Assessment  [B074-012].txt,3.85%,1.28%,390,Geeignet,15,5,2283
"580408 Issue 2 — HCO Bulletin — Pair of Processes, A  [B128-002].txt",3.85%,1.15%,260,Geeignet,10,3,1522
620522 — HCO Bulletin — Model Session Change  [B038-023].txt,3.85%,1.92%,104,Geeignet,4,2,601
580411 — HCO Bulletin — 'The regulation applying to staff auditors...'  [B034-031].txt,3.85%,0.00%,182,Geeignet,7,0,1109
691115 Issue 2 — HCO Bulletin — Case Supervision - How It Goes Nonstandard  [B009-161].txt,3.85%,0.11%,908,Geeignet,35,1,5218
"630624 — HCO Bulletin — Routine 3 - Engram Running by Chains, Bulletin 3  [B153-026].txt",3.85%,0.39%,2314,Geeignet,89,9,13124
601018 — HCO Bulletin — Terminal Stable Data  [B036-156].txt,3.85%,0.96%,104,Geeignet,4,1,639
590325 — HCO Bulletin — HAS Co-Audit and Comm Course  [B035-033].txt,3.85%,0.29%,701,Geeignet,27,2,4206
640710 — HCO Bulletin — Overts - Order of Effectiveness in Processing  [B040-021].txt,3.85%,0.30%,1350,Geeignet,52,4,7769
690209 — HCO Bulletin — Research Notes - Re - The Triple Grades  [B042-008].txt,3.85%,0.82%,364,Geeignet,14,3,2140
681008 — HCO Bulletin — Case Supervisor - Folder Handling  [B041-086].txt,3.85%,0.00%,234,Geeignet,9,0,1366
591025 — HCO Bulletin — Psychoanalysis Goes Capitalistic  [B023-246].txt,3.85%,0.57%,701,Geeignet,27,4,4495
600307 — HCO Bulletin — Why Pin Time  [B036-049].txt,3.85%,0.14%,728,Geeignet,28,1,4253
611019 — HCO Bulletin — Security Questions Must Be Nulled  [B001-085].txt,3.86%,0.23%,440,Geeignet,17,1,2565
"580408 Issue 2 — HCO Bulletin — Pair of Processes, A  [B034-030].txt",3.86%,1.16%,259,Geeignet,10,3,1523
610627 — HCO Bulletin — Routine 1  [B037-046].txt,3.86%,0.59%,337,Geeignet,13,2,1816
710627 — HCO Bulletin — Supervisor Two-Way Comm Explained  [B011-096].txt,3.86%,0.24%,414,Geeignet,16,1,2344
590728 — HCO Bulletin — Our Goals  [B133-045].txt,3.86%,0.43%,700,Geeignet,27,3,4071
600901 — HCO Bulletin — Presession 02  [B024-184].txt,3.86%,0.47%,1685,Geeignet,65,8,9705
800214 — HCO Bulletin — Research Data on Nutritional Vitamin Increases on the Purification Rundown  [B058-029].txt,3.86%,0.24%,1269,Geeignet,49,3,7534
590122 — HCO Bulletin — Not-Is Straightwire  [B023-025].txt,3.86%,0.28%,363,Geeignet,14,1,2115
580127 — HCO Bulletin — Duties of Personnel Post  [B022-012].txt,3.86%,0.00%,415,Geeignet,16,0,2510
590718 — HCO Bulletin — Income Tax Reform  [B023-113].txt,3.87%,0.14%,723,Geeignet,28,1,4464
701009 — HCO Bulletin — What Is a Read  [B043-106].txt,3.87%,0.35%,284,Geeignet,11,1,1627
590623 — HCO Bulletin — What Is Scientology  [B035-066].txt,3.87%,0.00%,362,Geeignet,14,0,2261
710914 Issue 2 — HCO Bulletin — Word Clearing CS-1 - CS Instructions  [B011-161].txt,3.87%,0.60%,336,Geeignet,13,2,2047
700621 — HCO Bulletin — Superficial Actions  [B043-059].txt,3.87%,0.25%,2402,Geeignet,93,6,13078
620830 — HCO Bulletin — Missed Withhold Handling  [B160-024].txt,3.87%,0.75%,930,Geeignet,36,7,5529
680923 — HCO Bulletin — New Rudiments  [B070-014].txt,3.87%,1.29%,155,Geeignet,6,2,876
710616 Issue 4 — HCO Bulletin — Low TA Assessing  [B142-046].txt,3.88%,0.49%,206,Geeignet,8,1,1155
680520 — HCO Bulletin — Overt-Motivator Sequence  [B008-015].txt,3.88%,0.00%,876,Geeignet,34,0,5088
591228 — HCO Bulletin — Scientology in Singapore  [B133-073].txt,3.88%,0.00%,309,Geeignet,12,0,1989
600229 — HCO Bulletin — Student Overts  [B024-062].txt,3.88%,0.86%,232,Geeignet,9,2,1361
800622 — HCO Bulletin — Int RD Correction List Words  [B059-007].txt,3.88%,0.46%,438,Geeignet,17,2,2859
581222 — HCO Bulletin — New HGC Process - A New Straightwire  [B071-016].txt,3.88%,0.40%,1005,Geeignet,39,4,5699
"710308 — HCO Bulletin — Case Actions, Off-Line  [B078-028].txt",3.88%,0.00%,695,Geeignet,27,0,3943
600328 — HCO Bulletin — Letter from Wing and Smokey Angell  [B139-056].txt,3.88%,0.60%,335,Geeignet,13,2,1973
800623 Issue 2R — HCO Bulletin — Word Clearing Correction List Words  [B059-009].txt,3.88%,0.91%,438,Geeignet,17,4,2838
720228 — HCO Bulletin — Cancellation  [B048-040].txt,3.88%,0.78%,129,Geeignet,5,1,738
580118 — HCO Bulletin — Control  [B034-005].txt,3.88%,0.00%,103,Geeignet,4,0,547
"631017 — HCO Bulletin — R-2C Slow Assessment by Dynamics - Directions for Use of HCO Technical Form of October 17, AD13  [B137-006].txt",3.89%,0.39%,772,Geeignet,30,3,4196
720226 — HCO Bulletin — Word Clearing Series 15R  [B012-044].txt,3.89%,0.00%,257,Geeignet,10,0,1448
710405 — HCO Bulletin — Triple and Quad Reruns  [B130-011].txt,3.89%,1.05%,1338,Geeignet,52,14,7225
720226 — HCO Bulletin — Word Clearing Series 15R  [B048-038].txt,3.89%,0.78%,257,Geeignet,10,2,1452
720616R — HCO Bulletin — Auditor's Rights Modified  [B131-004].txt,3.90%,0.81%,615,Geeignet,24,5,3436
600511 — HCO Bulletin — Calling All Auditors  [B024-131].txt,3.90%,0.98%,410,Geeignet,16,4,2327
680923 — HCO Bulletin — New Rudiments  [B041-077].txt,3.90%,1.30%,154,Geeignet,6,2,872
840118 — HCO Bulletin — How to Audit the HRD  [B057-035].txt,3.90%,0.51%,1973,Geeignet,77,10,10938
710629RA — HCO Bulletin — Steps to Speed Student Product Flow  [B169-016].txt,3.90%,0.24%,410,Geeignet,16,1,2310
650614 Issue 2 — HCO Bulletin — Summary Report  [B040-059].txt,3.90%,0.00%,616,Geeignet,24,0,3631
660610 Issue 2 — HCO Bulletin — S & D - The Missed Item  [B120-001].txt,3.90%,0.35%,282,Geeignet,11,1,1485
810129 — HCO Bulletin — HC Outpoint-Pluspoint Lists RB Words List  [B082-022].txt,3.90%,1.95%,410,Geeignet,16,8,2866
"710523 Issue 01 — HCO Bulletin — Magic of the Communication Cycle, The  [B011-056].txt",3.90%,0.14%,692,Geeignet,27,1,3936
850517 — HCO Bulletin — Auditor Form  [B057-078].txt,3.90%,0.12%,1617,Geeignet,63,2,9681
721105 Issue 1 — HCO Bulletin — Case Progress Sheet  [B050-043].txt,3.90%,0.97%,308,Geeignet,12,3,1754
"811128 — HCO Bulletin — Programming Grades, NED, DCSI and Sunshine RD  [B105-010].txt",3.90%,0.22%,461,Geeignet,18,1,2595
600519 — HCO Bulletin — How Help Became Betrayal  [B036-089].txt,3.90%,0.54%,922,Geeignet,36,5,5223
"630413 — HCO Bulletin — Routine 2G - Original Routine 2, 3GA, 2-10, 2-12, 2-12A and Others Specially Adapted  [B003-016].txt",3.91%,0.65%,768,Geeignet,30,5,4588
601118 — HCO Bulletin — Preclear Assessment Sheet  [B008-082].txt,3.91%,0.00%,869,Geeignet,34,0,5652
"690611 — HCO Bulletin — Materials, Scarcity Of  [B042-093].txt",3.91%,0.43%,230,Geeignet,9,1,1351
620721 — HCO Bulletin — Instant Reads  [B029-023].txt,3.91%,0.43%,230,Geeignet,9,1,1324
610309 — HCO Bulletin — Command Sheet - Prehavingness Scale  [B037-017].txt,3.91%,0.78%,511,Geeignet,20,4,3433
700501 — HCO Bulletin — No-Picture Remedy  [B010-042].txt,3.91%,0.87%,230,Geeignet,9,2,1334
720224 — HCO Bulletin — Word Clearing OCAs  [B012-040].txt,3.92%,0.35%,867,Geeignet,34,3,4691
710211 — HCO Bulletin — Successful Cramming Actions  [B011-012].txt,3.92%,0.30%,1685,Geeignet,66,5,9731
801223 Issue 2 — HCO Bulletin — Executive Correction List - Word List  [B056-064].txt,3.92%,0.36%,561,Geeignet,22,2,3705
590111 — HCO Bulletin — 'An amusingly effective process...'  [B071-017].txt,3.92%,0.00%,51,Geeignet,2,0,333
"660720 — HCO Bulletin — Type Two PTS, The  [B041-013].txt",3.92%,0.65%,153,Geeignet,6,1,891
720610 Issue 1 — HCO Bulletin — Bypassed Charge  [B012-120].txt,3.92%,0.98%,204,Geeignet,8,2,1185
601018 — HCO Bulletin — Terminal Stable Data  [B141-049].txt,3.92%,0.98%,102,Geeignet,4,1,637
710422 — HCO Bulletin — Cramming  [B011-047].txt,3.92%,0.30%,2704,Geeignet,106,8,15740
801223 Issue 2 — HCO Bulletin — Executive Correction List - Word List  [B082-067].txt,3.92%,0.36%,561,Geeignet,22,2,3703
740708 Issue 1 — HCO Bulletin — Clear to FN  [B052-024].txt,3.92%,0.00%,357,Geeignet,14,0,1932
590606 — HCO Bulletin — 'When cases crack well on selected persons overts withhold...'  [B023-090].txt,3.92%,1.96%,51,Geeignet,2,1,321
590909 — HCO Bulletin — HCO Book Account  [B023-171].txt,3.92%,0.65%,153,Geeignet,6,1,905
710307RA — HCO Bulletin — Use of Dianetics  [B052-013].txt,3.93%,3.60%,611,Geeignet,24,22,3383
"590504 — HCO Bulletin — Personnel Efficiency Course, The  [B035-046].txt",3.93%,0.16%,1272,Geeignet,50,2,7384
