Dateiname,Dateigröße,Datum,albert-base-v2,deberta-base,distilbert-base-uncased,roberta-base,roberta-large,Mittelwert
700703 — HCO Bulletin — CSing Two-Way Comm  [B043-066].txt,3714,17-10-24 14:51,0,0,1,0,0,0
700703 — HCO Bulletin — CSing Two-Way Comm  [B078-014].txt,1689,17-10-24 14:52,0,0,1,0,0,0
700710 Issue 2 — HCO Bulletin — Interiorization Intensive Goof  [B010-074].txt,2749,17-10-24 14:52,0,0,0,0,0,0
700710 Issue 2 — HCO Bulletin — Interiorization Intensive Goof  [B010-075].txt,2722,17-10-24 14:51,0,0,0,0,0,0
700710 Issue 2 — HCO Bulletin — Interiorization Intensive Goof  [B043-068].txt,2745,17-10-24 14:52,0,0,0,0,0,0
700710 Issue 2 — HCO Bulletin — Interiorization Intensive Goof  [B076-032].txt,2746,17-10-24 14:52,0,0,0,0,0,0
700710 — HCO Bulletin — Two-Way Comm - A Class III Action  [B010-073].txt,1459,17-10-24 14:51,0,0,1,0,0,0
700710 — HCO Bulletin — Two-Way Comm - A Class III Action  [B043-067].txt,1453,17-10-24 14:52,0,0,1,0,0,0
700710 — HCO Bulletin — Two-Way Comm - A Class III Action  [B076-031].txt,1529,17-10-24 14:51,0,0,1,0,0,0
700714 Issue 2 — HCO Bulletin — Additional Data on Erasing-Solid  [B010-076].txt,529,17-10-24 14:51,0,0,3,0,2,1
700714 Issue 2 — HCO Bulletin — Additional Data on Erasing-Solid  [B043-070].txt,527,17-10-24 14:52,0,0,4,0,0,0
700714 — HCO Bulletin — Solo Cans  [B043-069].txt,6484,17-10-24 14:51,0,0,0,0,0,0
700715 — HCO Bulletin — Unresolved Pains  [B010-077].txt,4962,17-10-24 14:51,0,0,1,0,0,0
700715 — HCO Bulletin — Unresolved Pains  [B010-134].txt,5057,17-10-24 14:52,0,0,1,0,0,0
700715 — HCO Bulletin — Unresolved Pains  [B043-121].txt,5038,17-10-24 14:51,0,0,1,0,0,0
700715 — HCO Bulletin — Unresolved Pains  [B094-019].txt,5006,17-10-24 14:51,0,0,1,0,0,0
700715 — HCO Bulletin — Unresolved Pains  [B094-020].txt,4985,17-10-24 14:51,0,0,1,0,0,0
"700716 — HCO Bulletin — Psychiatrist at Work, The  [B010-078].txt",5701,17-10-24 14:52,0,0,1,0,0,0
"700716 — HCO Bulletin — Psychiatrist at Work, The  [B043-071].txt",5862,17-10-24 14:52,0,0,1,0,0,0
"700716 — HCO Bulletin — Psychiatrist at Work, The  [B074-003].txt",5718,17-10-24 14:52,0,0,1,0,0,0
700717 — HCO Bulletin — Let the PC Have His Full End Phenomena  [B043-072].txt,2305,17-10-24 14:51,0,0,0,0,0,0
700717 — HCO Bulletin — Let the PC Have His Full End Phenomena  [B094-021].txt,2306,17-10-24 14:51,0,0,0,0,0,0
700717 — HCO Bulletin — Let the PC Have His Full End Phenomena  [B094-022].txt,2258,17-10-24 14:51,0,0,0,0,0,0
700720 — HCO Bulletin — Folder Error Summaries  [B010-080].txt,3078,17-10-24 14:51,0,0,0,0,0,0
700720 — HCO Bulletin — Folder Error Summaries  [B043-073].txt,3108,17-10-24 14:51,0,0,1,0,0,0
"700722 — HCO Bulletin — Improvement on Spinal Adjustment, An  [B010-081].txt",2863,17-10-24 14:52,1,0,1,0,0,0
700722 — HCO Bulletin — Touch Assist - An Improvement on Spinal Adjustment for Medical Doctors and Practitioners  [B010-082].txt,3048,17-10-24 14:52,0,0,0,0,0,0
700722 — HCO Bulletin — Touch Assist - An Improvement on Spinal Adjustment for Medical Doctors and Practitioners  [B043-074].txt,3050,17-10-24 14:51,0,0,0,0,0,0
700724 — HCO Bulletin — Data Series  [B010-083].txt,1354,17-10-24 14:51,0,0,2,0,0,0
700724 — HCO Bulletin — Data Series  [B043-075].txt,1349,17-10-24 14:51,0,0,1,0,0,0
700726 — HCO Bulletin — Incomplete Cases  [B010-103].txt,4201,17-10-24 14:51,0,0,0,0,0,0
"700728 — HCO Bulletin — Exteriorization Intensive Flub and False Declares, An  [B010-084].txt",6283,17-10-24 14:51,0,0,1,0,0,0
"700728 — HCO Bulletin — Exteriorization Intensive Flub and False Declares, An  [B010-095].txt",6021,17-10-24 14:51,0,0,1,0,0,0
"700728 — HCO Bulletin — Exteriorization Intensive Flub and False Declares, An  [B043-076].txt",5995,17-10-24 14:51,0,0,1,0,0,0
"700728 — HCO Bulletin — Exteriorization Intensive Flub and False Declares, An  [B043-087].txt",5948,17-10-24 14:52,0,0,0,0,0,0
700730 — HCO Bulletin — Confessional Repair List - List LCR  [B010-086].txt,2602,17-10-24 14:52,0,0,0,0,0,0
700730 — HCO Bulletin — Confessional Repair List - List LCR  [B043-078].txt,2599,17-10-24 14:52,0,0,1,0,0,0
700730 — HCO Bulletin — PC Welfare and the Case Supervisor  [B010-087].txt,4098,17-10-24 14:51,0,0,1,0,0,0
700730 — HCO Bulletin — PC Welfare and the Case Supervisor  [B043-077].txt,4167,17-10-24 14:51,0,0,1,0,0,0
700730 — HCO Bulletin — Personnel Future Potential Key Questions  [B010-085].txt,6518,17-10-24 14:51,0,0,1,0,0,0
700730 — HCO Bulletin — Personnel Future Potential Key Questions  [B043-080].txt,6502,17-10-24 14:52,0,0,1,0,0,0
"700730 — HCO Bulletin — Tech and Ethics of Confessionals, The  [B010-088].txt",9051,17-10-24 14:52,0,0,1,0,0,0
"700730 — HCO Bulletin — Tech and Ethics of Confessionals, The  [B043-079].txt",9030,17-10-24 14:51,0,0,1,0,0,0
"700730 — HCO Bulletin — Tech and Ethics of Confessionals, The  [B055-013].txt",9405,17-10-24 14:52,0,0,1,0,0,0
"700730 — HCO Bulletin — Tech and Ethics of Confessionals, The  [B062-004].txt",9403,17-10-24 14:52,0,0,1,0,0,0
"700730 — HCO Bulletin — Tech and Ethics of Confessionals, The  [B094-023].txt",9451,17-10-24 14:51,0,0,0,0,0,0
700731 — HCO Bulletin — Hubbard Consultant - Listen and Two-Way Communication Drills  [B010-089].txt,4545,17-10-24 14:51,6,0,1,0,99,21
700731 — HCO Bulletin — Hubbard Consultant - Listen and Two-Way Communication Drills  [B043-081].txt,4536,17-10-24 14:51,0,0,1,0,99,20
700801 — HCO Bulletin — FN and Erasure  [B043-082].txt,2356,17-10-24 14:52,0,0,0,0,0,0
700801 — HCO Bulletin — FN and Erasure  [B094-025].txt,2387,17-10-24 14:51,0,0,1,0,0,0
700801RA — HCO Bulletin — FN and Erasure  [B052-053].txt,2647,17-10-24 14:52,0,0,0,0,0,0
700801RA — HCO Bulletin — FN and Erasure  [B094-024].txt,2606,17-10-24 14:52,0,0,0,0,0,0
700808 — HCO Bulletin — List L1B  [B010-090].txt,1346,17-10-24 14:52,0,0,1,0,55,11
700808 — HCO Bulletin — List L1B  [B043-083].txt,1261,17-10-24 14:51,4,0,1,0,99,20
700808 — HCO Bulletin — List L1B  [B076-033].txt,1272,17-10-24 14:52,0,0,4,0,99,20
700809 — HCO Bulletin — Dianetic Student Rescue Intensive  [B010-094].txt,1471,17-10-24 14:51,0,0,1,0,0,0
700809 — HCO Bulletin — Dianetic Student Rescue Intensive  [B043-084].txt,1488,17-10-24 14:52,0,0,1,0,0,0
700816 Issue 2 — HCO Bulletin — Negative Blowdowns  [B010-096].txt,1127,17-10-24 14:51,0,0,1,0,0,0
700816 Issue 2 — HCO Bulletin — Negative Blowdowns  [B043-086].txt,1046,17-10-24 14:51,0,0,1,0,0,0
700816 — HCO Bulletin — Getting the FN to Examiner  [B010-097].txt,5862,17-10-24 14:52,0,0,0,0,0,0
700816 — HCO Bulletin — Getting the FN to Examiner  [B010-132].txt,6068,17-10-24 14:52,0,0,0,0,0,0
700816 — HCO Bulletin — Getting the FN to Examiner  [B043-085].txt,6142,17-10-24 14:52,0,0,0,0,0,0
700816 — HCO Bulletin — Getting the FN to Examiner  [B043-119].txt,6115,17-10-24 14:52,0,0,0,0,0,0
700816 — HCO Bulletin — Getting the FN to Examiner  [B076-034].txt,6131,17-10-24 14:51,0,0,0,0,0,0
700816 — HCO Bulletin — Getting the FN to Examiner  [B078-015].txt,6175,17-10-24 14:51,0,0,0,0,0,0
700816 — HCO Bulletin — Getting the FN to Examiner  [B094-026].txt,6122,17-10-24 14:52,0,0,1,0,0,0
700816 — HCO Bulletin — Getting the FN to Examiner  [B094-027].txt,6235,17-10-24 14:52,0,0,0,0,0,0
700816 — HCO Bulletin — Getting the FN to Examiner  [B094-028].txt,6127,17-10-24 14:52,0,0,0,0,0,0
700820 — HCO Bulletin — Exteriorization Rundown Musts  [B010-098].txt,3786,17-10-24 14:51,0,0,0,0,0,0
700820 — HCO Bulletin — Exteriorization Rundown Musts  [B043-089].txt,3813,17-10-24 14:52,0,0,0,0,0,0
700820 — HCO Bulletin — Two Complete Differences - Assessment - Listing and Nulling  [B010-099].txt,7639,17-10-24 14:52,0,0,0,0,0,0
700820 — HCO Bulletin — Two Complete Differences - Assessment - Listing and Nulling  [B043-088].txt,7758,17-10-24 14:51,0,0,0,0,0,0
700820 — HCO Bulletin — Two Complete Differences - Assessment - Listing and Nulling  [B076-035].txt,7716,17-10-24 14:51,0,0,0,0,0,0
700820R — HCO Bulletin — Interiorization Rundown Musts  [B094-029].txt,5511,17-10-24 14:51,0,0,0,0,0,0
"700821 — HCO Bulletin — Session Grading - Well Done, Definition Of  [B010-100].txt",5154,17-10-24 14:51,0,0,0,0,0,0
"700821 — HCO Bulletin — Session Grading - Well Done, Definition Of  [B043-090].txt",5111,17-10-24 14:51,0,0,0,0,0,0
"700821 — HCO Bulletin — Session Grading - Well Done, Definition Of  [B078-016].txt",5148,17-10-24 14:52,0,0,0,0,0,0
"700823 — HCO Bulletin — Body Communication Process, The  [B010-101].txt",5682,17-10-24 14:52,0,0,0,0,0,0
"700823 — HCO Bulletin — Body Communication Process, The  [B043-091].txt",5673,17-10-24 14:52,0,0,0,0,0,0
"700824 — HCO Bulletin — Recommended Program for Rehabilitation of Drug and Alcohol Cases, A  [B010-102].txt",9686,17-10-24 14:51,0,0,1,0,0,0
"700824 — HCO Bulletin — Recommended Program for Rehabilitation of Drug and Alcohol Cases, A  [B043-092].txt",9614,17-10-24 14:51,0,0,0,0,0,0
700826 — HCO Bulletin — Incomplete Cases  [B043-093].txt,4173,17-10-24 14:52,0,0,0,0,0,0
700826 — HCO Bulletin — Incomplete Cases  [B078-017].txt,4247,17-10-24 14:51,0,0,0,0,0,0
700826 — HCO Bulletin — Incomplete Cases  [B078-018].txt,4185,17-10-24 14:51,0,0,0,0,0,0
700826R — HCO Bulletin — Incomplete Cases  [B055-014].txt,4719,17-10-24 14:51,0,0,0,0,0,0
700826R — HCO Bulletin — Incomplete Cases  [B058-006].txt,4796,17-10-24 14:52,0,0,1,0,0,0
700828 — HCO Bulletin — HC Outpoint-Pluspoint Lists  [B010-104].txt,5685,17-10-24 14:52,0,0,1,0,0,0
700828 — HCO Bulletin — HC Outpoint-Pluspoint Lists R  [B076-036].txt,5263,17-10-24 14:51,0,0,1,0,0,0
700828R — HCO Bulletin — HC Outpoint-Pluspoint Lists R  [B051-040].txt,6567,17-10-24 14:51,0,0,0,0,0,0
700828R — HCO Bulletin — HC Outpoint-Pluspoint Lists R  [B094-030].txt,4225,17-10-24 14:51,0,0,0,0,0,0
700828RA — HCO Bulletin — HC Outpoint-Pluspoint Lists RA  [B052-047].txt,7187,17-10-24 14:52,0,0,0,0,0,0
700828RA — HCO Bulletin — HC Outpoint-Pluspoint Lists RA  [B094-031].txt,7211,17-10-24 14:51,0,0,1,0,0,0
700828RA — HCO Bulletin — HC Outpoint-Pluspoint Lists RA  [B094-032].txt,7108,17-10-24 14:52,0,0,0,0,0,0
700828RB — HCO Bulletin — HC Outpoint-Pluspoint Lists RB  [B055-015].txt,10445,17-10-24 14:51,0,0,0,0,0,0
700828RB — HCO Bulletin — HC Outpoint-Pluspoint Lists RB  [B079-020].txt,10137,17-10-24 14:52,0,0,1,0,0,0
700828RB — HCO Bulletin — HC Outpoint-Pluspoint Lists RB  [B082-023].txt,9908,17-10-24 14:52,0,0,0,0,0,0
700828RB — HCO Bulletin — HC Outpoint-Pluspoint Lists RB  [B094-033].txt,10415,17-10-24 14:52,0,0,1,0,0,0
700829 — HCO Bulletin — Correction Typing Error  [B010-105].txt,545,17-10-24 14:51,0,0,3,37,93,26
700829 — HCO Bulletin — Correction Typing Error  [B043-094].txt,546,17-10-24 14:52,0,0,3,34,94,26
700906 — HCO Bulletin — Model Consultation for Hubbard Consultant  [B010-106].txt,4199,17-10-24 14:52,0,0,1,0,0,0
700906 — HCO Bulletin — Model Consultation for Hubbard Consultant  [B043-095].txt,4162,17-10-24 14:52,0,0,0,0,0,0
700907 — HCO Bulletin — 'Due to the change in orientation and expanded scope of the Hubbard Consultant actions...'  [B043-096].txt,490,17-10-24 14:51,1,0,12,0,14,5
700907 — HCO Bulletin — Cancellation of HCO Bulletin 30 July 1970 - ''Personnel Future Potential Key Questions''  [B010-107].txt,571,17-10-24 14:52,0,0,3,0,4,1
700911 — HCO Bulletin — Chronic Somatic - Dianetic Handling Of  [B010-108].txt,644,17-10-24 14:52,0,0,2,0,0,0
700911 — HCO Bulletin — Chronic Somatic - Dianetic Handling Of  [B043-097].txt,645,17-10-24 14:51,0,0,2,0,1,0
700911 — HCO Bulletin — Chronic Somatic - Dianetic Handling Of  [B076-037].txt,726,17-10-24 14:52,1,1,1,0,1,0
700911 — HCO Bulletin — Chronic Somatic - Dianetic Handling Of  [B078-019].txt,726,17-10-24 14:51,0,0,2,0,1,0
700911 — HCO Bulletin — Solo Assists  [B043-098].txt,1190,17-10-24 14:51,0,0,1,0,0,0
700911 — HCO Bulletin — Solo Assists  [B094-034].txt,1198,17-10-24 14:52,0,0,1,0,0,0
700917 — HCO Bulletin — Get TR 0 Training In  [B010-109].txt,2095,17-10-24 14:51,0,0,1,0,0,0
700917 — HCO Bulletin — Get TR 0 Training In  [B043-099].txt,2099,17-10-24 14:52,0,0,1,0,0,0
700921 — HCO Bulletin — Study Definitions  [B010-110].txt,6420,17-10-24 14:51,1,0,1,0,48,10
700921 — HCO Bulletin — Study Definitions  [B043-100].txt,6489,17-10-24 14:51,0,0,1,1,86,17
700921 — HCO Bulletin — Study Definitions  [B076-038].txt,6494,17-10-24 14:52,0,0,1,1,39,8
700925 — HCO Bulletin — Addition to HCOB 24 April 1969 - Preclear Assessment Sheet  [B010-111].txt,604,17-10-24 14:52,1,0,5,0,0,1
700925 — HCO Bulletin — Addition to HCOB 24 April 1969 - Preclear Assessment Sheet  [B042-036].txt,4696,17-10-24 14:52,1,0,1,0,1,0
700925 — HCO Bulletin — Addition to HCOB 24 April 1969 - Preclear Assessment Sheet  [B043-101].txt,609,17-10-24 14:51,0,0,1,0,0,0
"700929 — HCO Bulletin — HCO Bulletin of December 4, 1957 - (Re - Clear Procedure)  [B010-112].txt",17797,17-10-24 14:52,0,0,1,1,99,20
"700929 — HCO Bulletin — HCO Bulletin of December 4, 1957 - (Re - Clear Procedure)  [B010-113].txt",17840,17-10-24 14:51,0,0,1,4,99,20
"700929 — HCO Bulletin — HCO Bulletin of December 4, 1957 - (Re - Clear Procedure)  [B043-102].txt",17767,17-10-24 14:52,0,0,1,1,99,20
"700929 — HCO Bulletin — HCO Bulletin of December 4, 1957 - (Re - Clear Procedure)  [B127-010].txt",17813,17-10-24 14:52,0,0,1,4,99,20
701004 — HCO Bulletin — Case Supervisor Signature  [B010-114].txt,559,17-10-24 14:52,0,0,6,0,17,4
701004 — HCO Bulletin — Case Supervisor Signature  [B043-103].txt,560,17-10-24 14:51,1,0,5,0,19,5
701006 — HCO Bulletin — Folder Error Summaries  [B010-115].txt,4211,17-10-24 14:51,0,0,0,0,0,0
701006 — HCO Bulletin — Folder Error Summaries  [B043-104].txt,4275,17-10-24 14:51,0,0,0,0,0,0
701006 — HCO Bulletin — Folder Error Summaries  [B078-020].txt,4219,17-10-24 14:52,0,0,0,0,0,0
701008 — HCO Bulletin — Persistent FN  [B010-116].txt,4793,17-10-24 14:52,0,0,0,0,0,0
701008 — HCO Bulletin — Persistent FN  [B043-105].txt,4806,17-10-24 14:52,0,0,0,0,0,0
701008 — HCO Bulletin — Persistent FN  [B055-016].txt,4894,17-10-24 14:52,0,0,1,0,0,0
701008 — HCO Bulletin — Persistent FN  [B058-007].txt,4923,17-10-24 14:51,0,0,1,0,0,0
701008 — HCO Bulletin — Persistent FN  [B094-035].txt,5028,17-10-24 14:51,0,0,1,0,0,0
701009 — HCO Bulletin — What Is a Read  [B010-117].txt,1632,17-10-24 14:52,0,0,1,0,0,0
701009 — HCO Bulletin — What Is a Read  [B043-106].txt,1627,17-10-24 14:51,0,0,1,0,0,0
701013 — HCO Bulletin — Course Supervisor Corrections  [B010-118].txt,2128,17-10-24 14:52,1,0,1,0,0,0
701013 — HCO Bulletin — Course Supervisor Corrections  [B043-107].txt,2185,17-10-24 14:52,1,0,1,0,96,19
701018 — HCO Bulletin — Auditor's Stats on FN VGI  [B010-119].txt,2101,17-10-24 14:52,0,0,1,0,0,0
701018 — HCO Bulletin — Auditor's Stats on FN VGI  [B043-108].txt,2096,17-10-24 14:51,0,0,1,0,0,0
701022 Issue 1 — HCO Bulletin — Reading Questions  [B010-120].txt,1608,17-10-24 14:52,0,0,1,0,0,0
701022 Issue 1 — HCO Bulletin — Reading Questions  [B043-109].txt,1621,17-10-24 14:52,0,0,1,0,0,0
701022 Issue 2 — HCO Bulletin — ''No Overts'' Cases  [B010-121].txt,2825,17-10-24 14:52,0,0,0,0,0,0
701022 Issue 2 — HCO Bulletin — ''No Overts'' Cases  [B043-110].txt,2797,17-10-24 14:52,0,0,0,0,0,0
701026 Issue 2 — HCO Bulletin — Definition of a Student  [B010-123].txt,709,17-10-24 14:52,1,0,3,58,86,29
701026 Issue 2 — HCO Bulletin — Definition of a Student  [B043-112].txt,709,17-10-24 14:51,1,0,2,70,99,34
701026 Issue 3 — HCO Bulletin — Obnosis and the Tone Scale  [B010-125].txt,9438,17-10-24 14:52,5,0,0,62,99,33
701026 Issue 3 — HCO Bulletin — Obnosis and the Tone Scale  [B052-034].txt,9365,17-10-24 14:51,1,0,1,4,99,21
701026 Issue 3 — HCO Bulletin — Obnosis and the Tone Scale  [B094-037].txt,9445,17-10-24 14:52,0,0,1,0,6,1
701026 — HCO Bulletin — Further Remedy for PCs Unable to Go Backtrack  [B010-122].txt,820,17-10-24 14:51,0,0,1,0,2,0
701026 — HCO Bulletin — Further Remedy for PCs Unable to Go Backtrack  [B011-049].txt,1025,17-10-24 14:51,0,0,2,0,0,0
701026 — HCO Bulletin — Further Remedy for PCs Unable to Go Backtrack  [B043-111].txt,820,17-10-24 14:52,0,0,1,0,1,0
701026 — HCO Bulletin — Further Remedy for PCs Unable to Go Backtrack  [B044-049].txt,1035,17-10-24 14:52,0,0,2,0,0,0
701026 — HCO Bulletin — Further Remedy for PCs Unable to Go Backtrack  [B076-039].txt,815,17-10-24 14:51,0,0,15,0,1,3
701026 — HCO Bulletin — Further Remedy for PCs Unable to Go Backtrack  [B094-036].txt,1045,17-10-24 14:52,0,0,1,0,0,0
701027 Issue 2 — HCO Bulletin — Dianetic CS-1 on a Student or Auditor  [B010-127].txt,3508,17-10-24 14:51,0,0,0,0,0,0
701027 Issue 2 — HCO Bulletin — Dianetic CS-1 on a Student or Auditor  [B010-128].txt,3543,17-10-24 14:51,0,0,0,0,0,0
701027 Issue 2 — HCO Bulletin — Dianetic CS-1 on a Student or Auditor  [B043-114].txt,3586,17-10-24 14:52,0,0,0,0,0,0
"701027 — HCO Bulletin — Intention of the Student, The  [B010-126].txt",1476,17-10-24 14:52,0,0,2,42,99,28
"701027 — HCO Bulletin — Intention of the Student, The  [B043-113].txt",1451,17-10-24 14:51,8,0,1,89,99,39
701028 — HCO Bulletin — Non-Application  [B010-129].txt,2209,17-10-24 14:52,1,0,1,0,0,0
701028 — HCO Bulletin — Non-Application  [B043-115].txt,2213,17-10-24 14:51,0,1,1,0,0,0
701029 — HCO Bulletin — Demo Kits  [B010-124].txt,1044,17-10-24 14:52,0,0,2,2,96,20
701029 — HCO Bulletin — Demo Kits  [B043-116].txt,1046,17-10-24 14:51,0,0,1,1,78,16
701029 — HCO Bulletin — Demo Kits  [B094-038].txt,1048,17-10-24 14:52,0,0,2,0,97,19
701030 — HCO Bulletin — Clay Demo  [B010-130].txt,1930,17-10-24 14:51,0,0,1,0,86,17
701030 — HCO Bulletin — Clay Demo  [B043-117].txt,1945,17-10-24 14:51,0,0,1,0,1,0
701031 — HCO Bulletin — Students and Duress  [B010-131].txt,1163,17-10-24 14:51,1,0,1,0,1,0
701031 — HCO Bulletin — Students and Duress  [B043-118].txt,1175,17-10-24 14:51,2,0,2,2,99,21
701110 — HCO Bulletin — CS Responsibility for Training  [B010-133].txt,6975,17-10-24 14:52,0,0,0,0,0,0
701110 — HCO Bulletin — CS Responsibility for Training  [B043-120].txt,6974,17-10-24 14:52,0,0,0,0,0,0
701110 — HCO Bulletin — CS Responsibility for Training  [B078-021].txt,7099,17-10-24 14:51,0,0,0,0,0,0
701128 — HCO Bulletin — Psychosis  [B010-135].txt,8850,17-10-24 14:52,1,0,0,0,0,0
701128 — HCO Bulletin — Psychosis  [B043-122].txt,8850,17-10-24 14:51,1,0,0,0,0,0
701128 — HCO Bulletin — Psychosis  [B078-022].txt,8818,17-10-24 14:52,1,0,1,0,0,0
701201 — HCO Bulletin — Dianetics - Triple Flow Action  [B010-136].txt,2386,17-10-24 14:51,0,0,0,0,0,0
701201 — HCO Bulletin — Dianetics - Triple Flow Action  [B043-123].txt,2394,17-10-24 14:52,0,0,0,0,0,0
701201 — HCO Bulletin — Dianetics - Triple Flow Action  [B076-040].txt,2366,17-10-24 14:51,0,0,0,0,0,0
701202 — HCO Bulletin — Exteriorization Summary  [B010-137].txt,5711,17-10-24 14:51,0,0,0,0,0,0
701202 — HCO Bulletin — Exteriorization Summary  [B043-124].txt,5672,17-10-24 14:52,0,0,0,0,0,0
701202 — HCO Bulletin — Exteriorization Summary  [B078-023].txt,5603,17-10-24 14:51,0,0,0,0,0,0
701210 Issue 1 — HCO Bulletin — Clay Table Work in Training  [B010-139].txt,8977,17-10-24 14:51,0,0,0,0,2,0
701210 Issue 1 — HCO Bulletin — Clay Table Work in Training  [B043-126].txt,8928,17-10-24 14:52,0,0,0,0,0,0
701210 Issue 1R — HCO Bulletin — Clay Table Work in Training  [B055-017].txt,8921,17-10-24 14:52,0,0,0,0,0,0
701210 Issue 1RA — HCO Bulletin — Clay Table Work in Training  [B094-039].txt,9300,17-10-24 14:52,0,0,1,0,0,0
"701210 — HCO Bulletin — Learning Drill, The  [B010-138].txt",4035,17-10-24 14:51,0,0,1,0,44,9
"701210 — HCO Bulletin — Learning Drill, The  [B043-125].txt",4028,17-10-24 14:51,0,1,1,0,0,0
701210R — HCO Bulletin — Clay Table Work in Training  [B060-002].txt,9057,17-10-24 14:51,0,0,0,0,0,0
701223 — HCO Bulletin — Fast Courses  [B010-140].txt,3503,17-10-24 14:51,0,0,1,0,0,0
701223 — HCO Bulletin — Fast Courses  [B043-127].txt,3492,17-10-24 14:52,0,0,1,0,0,0
710102 — HCO Bulletin — Illegal Auditing  [B011-001].txt,837,17-10-24 14:52,0,0,3,0,2,1
710102 — HCO Bulletin — Illegal Auditing  [B044-001].txt,834,17-10-24 14:51,0,0,4,2,9,3
710102 — HCO Bulletin — Illegal Auditing  [B142-001].txt,835,17-10-24 14:51,0,0,4,0,1,1
710104 — HCO Bulletin — Exteriorization and High TA  [B011-002].txt,9262,17-10-24 14:51,0,0,0,0,0,0
710104 — HCO Bulletin — Exteriorization and High TA  [B044-002].txt,9067,17-10-24 14:52,0,0,0,0,0,0
710104 — HCO Bulletin — Exteriorization and High TA  [B046-003].txt,9231,17-10-24 14:52,0,0,0,0,0,0
710104 — HCO Bulletin — Exteriorization and High TA  [B142-002].txt,9075,17-10-24 14:51,0,0,0,0,0,0
710104R — HCO Bulletin — Exteriorization and High TA  [B130-001].txt,18722,17-10-24 14:52,0,0,1,0,0,0
710104R — HCO Bulletin — Exteriorization and High TA  [B130-002].txt,18678,17-10-24 14:52,0,0,1,0,0,0
710105 — HCO Bulletin — Going Earlier in R3R and Exteriorization Intensives  [B011-003].txt,4832,17-10-24 14:52,0,0,0,0,0,0
710105 — HCO Bulletin — Going Earlier in R3R and Exteriorization Intensives  [B044-003].txt,4813,17-10-24 14:51,0,0,0,0,0,0
710105 — HCO Bulletin — Going Earlier in R3R and Exteriorization Intensives  [B077-001].txt,4774,17-10-24 14:52,0,0,0,0,0,0
710106 — HCO Bulletin — Starrate Checkouts for Exteriorization Intensive  [B011-004].txt,2496,17-10-24 14:51,0,0,0,0,0,0
710106 — HCO Bulletin — Starrate Checkouts for Exteriorization Intensive  [B044-004].txt,2524,17-10-24 14:52,0,0,0,0,0,0
710108 Issue 2 — HCO Bulletin — Use of L1B In Exteriorization  [B044-006].txt,1986,17-10-24 14:52,0,0,1,0,0,0
710108 Issue 2 — HCO Bulletin — Use of L1B In Exteriorization  [B077-002].txt,1966,17-10-24 14:52,0,0,1,0,0,0
710108 — HCO Bulletin — Auditing CS-1 for Dianetics and Scientology  [B011-005].txt,6954,17-10-24 14:52,0,0,1,0,0,0
710108 — HCO Bulletin — Auditing CS-1 for Dianetics and Scientology  [B044-005].txt,6986,17-10-24 14:52,0,0,1,0,0,0
710108 — HCO Bulletin — Auditing CS-1 for Dianetics and Scientology  [B142-003].txt,7016,17-10-24 14:52,0,0,1,0,0,0
710108 — HCO Bulletin — Auditing CS-1 for Dianetics and Scientology  [B142-004].txt,7044,17-10-24 14:51,0,0,1,0,0,0
710108 — HCO Bulletin — Auditing CS-1 for Dianetics and Scientology  [B142-005].txt,1708,17-10-24 14:52,0,0,1,0,0,0
710108 — HCO Bulletin — Auditing CS-1 for Dianetics and Scientology  [B142-006].txt,7049,17-10-24 14:52,0,0,1,0,0,0
710108 — HCO Bulletin — Auditing CS-1 for Dianetics and Scientology  [B142-007].txt,7038,17-10-24 14:52,0,0,1,0,0,0
710108 — HCO Bulletin — Use of L1B In Exteriorization  [B174-015].txt,2001,17-10-24 14:52,0,0,1,0,0,0
710112 — HCO Bulletin — Cancellation of Issues  [B044-007].txt,512,17-10-24 14:51,0,0,2,0,0,0
710113 — HCO Bulletin — Exteriorization  [B011-006].txt,3709,17-10-24 14:51,0,0,0,0,0,0
710113 — HCO Bulletin — Exteriorization  [B011-007].txt,3741,17-10-24 14:52,0,0,0,0,0,0
710113 — HCO Bulletin — Exteriorization  [B044-008].txt,3733,17-10-24 14:51,0,0,0,0,0,0
710113R — HCO Bulletin — Exteriorization  [B130-003].txt,4977,17-10-24 14:52,0,0,0,0,0,0
710207 Issue 2 — HCO Bulletin — Cancellation  [B011-010].txt,506,17-10-24 14:52,0,0,3,0,0,0
710207 Issue 2 — HCO Bulletin — Cancellation  [B044-012].txt,506,17-10-24 14:52,0,0,3,0,0,0
710207 — HCO Bulletin — Administrative Training Drills - Admin TRs  [B011-009].txt,25825,17-10-24 14:51,0,0,0,0,0,0
710207 — HCO Bulletin — Administrative Training Drills - Admin TRs  [B044-010].txt,25855,17-10-24 14:51,0,0,0,0,0,0
710207-1 — HCO Bulletin — Admin TRs Correction  [B044-011].txt,1732,17-10-24 14:52,0,0,1,0,0,0
710210 — HCO Bulletin — Tech Volume and Two-Way Comm  [B011-011].txt,3622,17-10-24 14:51,0,0,0,0,0,0
710210 — HCO Bulletin — Tech Volume and Two-Way Comm  [B044-013].txt,3623,17-10-24 14:52,0,0,0,0,0,0
710211 — HCO Bulletin — Successful Cramming Actions  [B011-012].txt,9731,17-10-24 14:51,0,0,0,0,0,0
